Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Bolivar Soberano   (VES)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
02-Jan-18,114.5985,1.275998469,0.376,9.975,,,3.3074,1.3338,1.2517,614.75,6.4959,2984,21.13,6.1697,0.828843763,256.46,102.86,63.6728,13542,36057,3.457,,,1071.4,0.3014,1.9324,4.0325,,19.4899,101.89,,8.1018,0.3845,110.5043,,,3.4546,3.64,,3.75,1.3338,12.3385,153.4697,8.1473,0.9712,,6.7628,,3.6725,0.737952919,1,28.72
03-Jan-18,114.6924,1.279426817,0.376,9.975,,9.842519685,3.2691,1.3303,1.2533,609.49,6.5018,2940.94,21.238,6.1916,0.831739167,257.04,104.36,63.4833,13498,36056,3.46,,333.29,1064.3,0.30125,1.9324,4.0255,33.4191,19.3717,101.57,1.40944327,8.1045,0.3845,110.5268,3.227,49.958,3.4616,3.64,,3.75,1.3303,12.3387,153.6377,8.1769,0.9761,32.434,6.7375,2.4819,3.6725,0.737381558,1,28.638
04-Jan-18,114.6089,1.276324186,0.376,9.975,,9.813542689,3.2529,1.3301,1.2515,604.84,6.4966,2908.68,21.16,6.1707,0.828843763,256.22,103.9,63.3914,13474,36091,3.448,112.7,332.42,1065.4,0.3014,1.9324,4.02,33.393,19.2427,101.66,1.411233418,8.0941,0.3845,110.5399,3.206,49.857,3.4472,3.64,,3.75,1.3301,12.2938,153.7699,8.1581,0.9751,32.283,6.75,2.48256,3.6725,0.737762367,1,28.61
05-Jan-18,114.6402,1.272750414,0.376,9.975,,9.842519685,3.2312,1.3269,1.2403,604,6.4846,,21.248,6.1817,0.830220008,255.96,104.03,63.3823,13405,,3.446,112.79,330.13,1065.5,0.3014,1.9324,3.9945,33.3118,19.2737,101.45,1.397819402,8.0878,0.3845,110.5392,,49.879,3.4488,3.64,,3.75,1.3269,12.3818,153.6506,8.1483,0.9765,32.204,6.7529,2.48325,3.6725,0.738143569,1,
08-Jan-18,114.8753,1.275184902,0.376,9.975,,9.871668312,3.2403,1.329,1.2422,606.04,6.4923,2898.32,21.324,6.2196,0.835212562,257.68,104.1,63.3482,13397,36129,3.441,,330.43,1062.1,0.3014,1.9324,3.9875,33.2231,19.2323,101.39,1.394505648,8.0834,0.3845,110.556,3.214,49.769,3.4735,3.64,,3.75,1.329,12.42755,153.5567,8.1812,0.9778,32.164,6.7497,2.481,3.6725,0.738497895,1,28.624
09-Jan-18,115.1841,1.273236567,0.376,9.975,,9.852216749,3.2351,1.3313,1.2454,606.29,6.5165,2898.32,21.399,6.2411,0.838082467,259.05,104.91,63.469,13428,36219,3.444,112.67,330.26,1065.2,0.3015,1.9324,4.0015,33.2368,19.3065,101.62,1.39275766,8.1055,0.3845,110.5647,3.218,50,3.4992,3.64,57.0463,3.75,1.3313,12.3594,153.8052,8.2178,0.9826,32.233,6.7443,2.48377,3.6725,0.738552437,1,28.651
10-Jan-18,114.9645,1.277465508,0.376,9.975,,9.881422925,3.2391,1.3353,1.2496,607.25,6.5249,2914.37,21.315,6.2099,0.83388926,259.39,104.36,63.8264,13449,36289,3.429,112.3,330.16,1067.1,0.3016,1.9324,4.0085,33.3771,19.2405,101.94,1.398210291,8.0427,0.3845,110.5563,3.218,50.232,3.4999,3.64,56.8734,3.75,1.3353,12.46095,153.8203,8.2027,0.9779,32.224,6.7696,2.48273,3.6725,0.7378168,1,28.634
11-Jan-18,114.9174,1.270163851,0.376,9.975,,9.881422925,3.2461,1.3329,1.2535,609.17,6.5057,2895.69,21.256,6.1974,0.832154448,258.67,104.76,63.7364,13427,36374,3.423,111.75,330.61,1070.7,0.3016,1.9324,3.9895,33.4746,19.3433,101.75,1.388696014,8.0498,0.3845,110.5563,3.217,50.381,3.495,3.64,56.9957,3.75,1.3329,12.46025,153.7661,8.1959,0.9792,32.054,6.7689,2.48207,3.6725,0.742831674,1,28.583
12-Jan-18,114.5773,1.268230818,0.376,9.975,,9.832841691,3.2295,1.3286,1.2504,608.04,6.474,2865.79,21.025,6.1372,0.823926835,254.53,103.51,63.5263,13362,,3.415,111.23,329.67,1071.2,0.3016,1.9324,3.9705,33.4756,19.0446,101.86,1.375515818,7.9583,0.3845,110.5548,3.215,50.378,3.4366,3.64,56.6019,3.75,1.3286,12.41595,153.781,8.1069,0.9714,31.939,6.7776,2.47501,3.6725,0.733191583,1,28.584
16-Jan-18,114.3496,1.25502008,0.376,9.975,,9.756097561,3.1957,1.3227,1.2419,601.69,6.4345,2855.86,20.863,6.0909,0.817661488,252.64,102.99,63.7602,13333,36559,3.41,110.75,327.89,1061.3,0.3005,1.9324,3.955,33.0763,,101.58,1.371930306,7.8747,0.3845,110.5564,3.211,50.35,3.419,3.64,56.3878,3.75,1.3227,12.2681,153.91,8.0185,0.9659,31.94,6.7575,2.46503,3.6725,0.72743144,1,28.567
17-Jan-18,114.3182,1.257071025,0.376,9.975,,9.775171065,3.2213,1.3214,1.2425,601.69,6.4351,2868.03,20.852,6.1025,0.819470622,252.55,102.95,63.9797,13323,36554,3.452,110.32,327.1,1064,0.3005,1.9324,3.951,,18.655,102.46,1.372872048,7.8849,0.3845,110.5536,3.21,50.454,3.4109,3.64,56.5925,3.75,1.3214,12.3316,153.9215,8.0432,0.9642,31.925,6.7583,2.46855,3.6725,0.725268349,1,28.571
18-Jan-18,114.2029,1.255650427,0.376,9.975,,9.746588694,3.2318,1.3253,1.2446,604.99,6.4301,2851.13,20.742,6.087,0.81732734,252.43,103.12,63.8431,13365,36609,3.427,111.35,325.2,1065.8,0.3007,1.9324,3.9605,,18.6361,102.22,1.377979881,7.8474,0.3845,110.5555,3.209,50.65,3.4108,3.64,56.7597,3.75,1.3253,12.2324,153.8569,8.0339,0.9598,31.951,6.7526,2.46634,3.6725,0.720149791,1,28.545
