Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
01-Jul-19,,1.429796969,,3.8187,1.3535,,679.15,6.8433,,22.453,6.5774,0.881134902,68.9665,3.574,108.24,1156.4,0.30325,4.1335,35.4648,19.076,1.49142431,8.5336,0.3845,3.288,51.233,3.743,3.64,63.0541,3.75,1.3535,14.10965,9.3066,0.98235,30.578,6.7476,3.6725,0.791327055,1,35.09
02-Jul-19,,1.432870039,,3.8558,1.3565,1.3114,677.62,6.8735,,22.527,6.6046,0.884877444,68.9924,3.575,108.42,1155.4,0.3035,4.142,35.5432,19.0694,1.498127341,8.5581,0.3845,3.288,51.164,3.7593,3.64,63.2265,3.75,1.3565,14.11595,9.3418,0.98815,30.706,6.7464,3.6725,0.791922392,1,35.183
03-Jul-19,,1.428979708,10.62699256,3.8469,1.3558,,681.3,6.886,,22.535,6.6095,0.885504295,68.8776,3.572,107.6,1164.8,0.3034,4.1405,35.6355,19.0502,1.497678598,8.5534,0.3845,,51.106,3.7596,3.64,63.4951,3.75,1.3558,14.11165,9.3368,0.98435,30.57,6.7251,3.6725,0.795513305,1,
05-Jul-19,,,,,,,,6.8782,,,,0.888099467,,,107.86,,,,,,,,,,,,,,,,,,0.98775,,,,0.796971508,1,
08-Jul-19,119.2546,1.430615165,10.67235859,3.8059,1.3612,1.3081,683.12,6.8845,3217.18,22.745,6.6546,0.891662951,68.6982,3.573,108.52,1170.4,0.3037,4.1435,35.7152,18.9116,1.506931887,8.6349,0.3845,3.286,51.157,3.7857,3.64,63.8699,3.75,1.3612,14.1515,9.4322,0.9919,30.8,6.7655,3.6725,0.798530704,1,35.168
09-Jul-19,119.3284,1.437194596,10.67235859,3.7846,1.3608,1.3127,685.83,6.881,3207.66,22.8,6.6608,0.892458724,68.7301,3.568,108.86,1178.5,0.3037,4.1425,35.7727,19.0043,1.508978422,8.6553,0.3845,3.288,51.333,3.8074,3.64,63.766,3.75,1.3608,14.15755,9.4616,0.99455,30.825,6.7648,3.6725,0.80224629,1,35.192
10-Jul-19,119.1808,1.444251878,10.68376068,3.7846,1.3623,1.3092,688.88,6.8845,3223.67,22.785,6.6521,0.891265597,68.5269,3.573,108.9,1179.9,0.30385,4.1405,35.8592,19.2425,1.515381118,8.639,0.3845,3.285,51.327,3.8066,3.64,63.7988,3.75,1.3623,14.14045,9.4689,0.99175,30.854,,3.6725,0.801924619,1,35.102
11-Jul-19,119.1439,1.434308663,10.58201058,3.7527,1.3552,1.3071,685.4,6.8662,3212.91,22.689,6.617,0.886132034,68.3665,3.547,108.14,1181.4,0.3035,4.1225,35.8576,19.1227,1.503759398,8.5355,0.3845,3.281,51.408,3.7859,3.64,62.9944,3.75,1.3552,13.88985,9.3976,0.986,30.604,6.7747,3.6725,0.796178344,1,35.134
12-Jul-19,119.1492,1.428367376,,3.7446,1.3577,1.3038,683.38,6.8785,3197.5,22.742,6.6358,0.888651915,68.5855,3.551,108.4,1173.8,0.3035,4.112,35.7594,19.0307,1.498800959,8.5495,0.3845,3.281,51.259,3.7889,3.64,63.0204,3.75,1.3577,13.96985,9.3654,0.98665,30.815,6.7797,3.6725,0.797957229,1,35.104
15-Jul-19,119.0385,1.421666193,10.55966209,3.7457,1.3564,1.3039,681.07,6.8742,3190.33,22.694,6.6261,0.887390185,68.5836,3.539,,1177.3,0.3035,4.1065,35.6735,18.9803,1.489868892,8.5387,0.3845,3.284,51.164,3.7856,3.64,62.828,3.75,1.3564,13.8684,9.3559,0.98245,30.896,6.7775,3.6725,0.797066794,1,35.097
16-Jul-19,119.1123,1.421262081,10.55966209,3.7618,1.356,1.3052,681.07,6.8758,3190.66,22.796,6.654,0.891027355,68.5672,3.542,107.95,1179.2,0.3035,4.1085,35.6595,19.0781,1.486325803,8.5479,0.3845,3.285,51.088,3.7867,3.64,62.8129,3.75,1.356,13.9021,9.3616,0.98615,,6.7817,3.6725,0.805282654,1,35.165
17-Jul-19,119.3337,1.426533524,10.60445387,3.7612,1.3604,1.3053,679.48,6.8797,3189.21,22.829,6.658,0.891662951,68.8051,3.541,108.17,1178.5,0.3038,4.1155,35.6915,19.0233,1.489425082,8.5796,0.3845,3.284,50.944,3.8038,3.64,62.9451,3.75,1.3604,13.9696,9.3917,0.98985,30.906,6.7559,3.6725,0.806126562,1,35.102
18-Jul-19,119.186,1.421666193,10.59322034,3.7483,1.3591,1.3069,681.69,6.8774,3189.21,22.811,6.6576,0.891583452,68.8758,3.543,107.7,1180.4,0.3036,4.1125,35.7222,19.0108,1.485442662,8.5983,0.3845,3.285,51.009,3.7933,3.64,62.8286,3.75,1.3591,13.9874,9.3593,0.98835,30.862,6.7399,3.6725,0.801571079,1,
19-Jul-19,,1.415428167,10.54852321,3.7402,1.3564,1.3071,683.27,6.8743,3183.01,22.756,6.6508,0.890789239,68.8249,3.535,107.5,1179.5,0.3036,4.1095,35.8366,19.0123,1.473405039,8.5639,0.3845,3.282,51.029,3.7855,3.64,62.8666,3.75,1.3564,13.9458,9.3277,0.98235,30.76,6.7416,3.6725,0.797257434,1,35.016
22-Jul-19,119.2651,1.420858198,10.59322034,3.7394,1.3609,1.3103,685.81,6.8793,3169.51,22.771,6.6572,0.891662951,69.0199,3.534,107.96,1173.4,0.3036,4.1145,35.8341,19.0659,1.477759716,8.5845,0.3845,3.283,50.977,3.7869,3.64,62.9776,3.75,1.3609,13.85125,9.3885,0.98135,30.849,6.735,3.6725,0.802053256,1,34.811
23-Jul-19,119.3652,1.424704374,10.58201058,3.7615,1.363,1.3142,688.28,6.8783,3177.76,22.866,6.6821,0.895014768,68.9922,3.537,108.05,1177.6,0.30375,4.1185,35.8166,19.1315,1.483459427,8.6646,0.3845,3.29,51.112,3.7997,3.64,63.129,3.75,1.363,13.8844,9.438,0.9832,30.906,6.7513,3.6725,0.802536014,1,34.388
24-Jul-19,119.5445,1.431639227,10.58201058,3.759,1.3653,1.3137,691.57,6.8795,3188.01,22.927,6.701,0.897666068,69.0135,3.521,108.17,1178.4,0.3039,4.121,35.8754,19.0894,1.493875112,8.6495,0.3845,3.291,51.16,3.8229,3.64,63.1162,3.75,1.3653,13.91305,9.4823,0.98495,30.914,6.7558,3.6725,0.79881775,1,33.83
25-Jul-19,119.5971,1.435132032,10.57082452,3.7843,1.3649,1.3146,691.36,6.8726,3194.67,22.961,6.716,0.89968511,68.9904,3.523,108.17,1178.2,0.3039,4.1185,35.9127,19.0623,1.491201909,8.6422,0.3845,3.296,51.239,3.8199,3.64,63.1572,3.75,1.3649,13.91015,9.4441,0.9857,30.901,6.7587,3.6725,0.800320128,1,34.144
