Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
01-Oct-14,83.3743,1.150350857,0.376,6.2842,,2.451,1.2764,1.1171,599.22,,2022,21.82,5.9063,0.793461874,246.37,121.14,61.7511,12188,26674,3.672,109.9,181.9,1054.7,0.28845,1.9324,3.282,31.3891,13.4455,98.8,1.280573697,6.4604,0.3845,102.6352,2.89,44.882,3.3172,3.64,39.6604,3.75,1.2764,11.2568,130.43,7.2063,0.9587,32.454,6.3583,1.80469,3.6725,0.617665225,1,24.47
02-Oct-14,83.2066,1.134687394,0.376,6.2842,9.233610342,2.4623,1.2703,1.1151,597.26,,2025.75,21.769,5.8934,0.791702953,244.88,120.86,,12136,26673,3.644,109.07,181.9,1062.1,0.28835,1.9324,3.2545,31.3928,13.4026,98.58,1.284686536,6.4504,0.3845,102.5896,2.896,44.966,3.3039,3.64,39.5474,3.75,1.2703,11.21375,130.4982,7.2148,0.9559,32.391,6.3614,1.80235,3.6725,0.619271736,1,24.479
03-Oct-14,83.7317,1.137656428,0.376,6.2842,9.302325581,2.4785,1.2727,1.1256,596.08,,2021.49,21.787,5.9005,0.792644261,244.93,121.07,,12144,,,108.75,181.9,,0.28835,,3.2465,31.4252,13.4835,98.58,1.265983036,6.4826,0.3845,102.5577,2.903,44.757,3.3079,3.64,39.698,,1.2727,11.29905,130.4946,7.1997,0.9579,32.469,6.3554,1.80328,3.6725,0.622277536,1,24.544
06-Oct-14,83.6459,,0.376,6.2842,9.276437848,2.4932,,1.1175,598.64,,2026.2,21.869,5.9243,0.79586152,246.19,121.19,,12212,26678,3.67,109.68,181.8,1061.1,,1.9324,,31.4723,13.4089,98.58,1.289823294,6.4922,0.3845,,2.901,,3.3343,3.64,39.982,3.75,,11.2747,,7.2461,0.9655,32.642,6.3551,,3.6725,0.625625626,1,24.328
07-Oct-14,83.5482,1.141552511,0.376,6.2842,9.242144177,2.4098,1.2775,1.1182,597.72,,2028.03,21.789,5.9047,0.793210121,243.11,121,61.3595,12190,26676,3.708,108.94,181.8,1069.7,,1.9324,3.2635,31.471,13.4332,98.58,1.276161307,6.4766,0.3845,,2.902,44.773,3.3106,3.64,39.7417,3.75,1.2775,11.2101,130.3529,7.1752,0.9612,32.582,6.3579,1.80675,3.6725,0.622548714,1,24.296
08-Oct-14,83.3491,1.140380887,0.376,6.2842,9.216589862,2.4038,1.2797,1.1182,596.95,6.1493,2026.9,21.733,5.8871,0.790826414,243.1,120.24,61.4648,12241,26675,3.737,108.25,181.8,1066.5,,1.9324,3.279,,13.4786,98.3,1.277791975,6.4804,0.3845,,,44.698,3.305,3.64,39.9819,3.75,1.2797,11.18725,,7.216,0.958,32.64,6.3521,1.80162,3.6725,0.622006593,1,24.345
09-Oct-14,83.3914,1.125745807,0.376,6.2842,9.132420091,2.4072,1.2698,1.1149,594.71,6.1461,2040.31,21.522,5.8321,0.783514848,239.82,119.71,61.0368,12190,26673,,108.28,181.8,,0.2882,1.9324,3.2375,31.4434,13.3789,98.24,1.266143327,6.4178,0.3845,102.812,2.903,44.767,3.2776,3.64,39.98,3.75,1.2698,11.0169,130.3127,7.1547,0.9493,32.456,6.3363,1.79673,3.6725,0.616750956,1,24.361
10-Oct-14,83.5674,1.13999088,0.376,6.2842,9.191176471,2.3914,1.2706,1.1177,592.13,6.147,2041.71,21.759,5.8898,0.791264441,241.95,120.77,61.1624,12207,,3.722,107.82,181.8,1072.3,0.2882,1.9324,3.254,31.4238,13.4331,97.69,1.272426517,6.5343,0.3845,102.8064,2.904,44.624,3.2985,3.64,40.2125,3.75,1.2706,11.1346,130.3461,7.2226,0.9546,32.43,6.3384,1.78719,3.6725,0.622781341,1,24.418
14-Oct-14,83.5479,1.1368804,0.376,6.2842,9.165902841,2.3923,1.2707,1.1236,590.01,6.1408,2052.96,21.777,5.8868,0.790763878,241.61,121.02,61.1078,12195,26677,3.743,107.2,181.8,1069.1,0.2886,1.9324,3.253,31.4041,13.4094,97.76,1.268552582,6.5554,0.3845,102.8917,2.903,44.788,3.3095,3.64,40.5304,3.75,1.2707,11.0625,130.55,7.1699,0.9549,32.435,6.3401,1.80078,3.6725,0.626959248,1,24.345
15-Oct-14,83.317,1.146657493,0.376,6.2842,9.132420091,2.3991,1.2764,1.1289,588.4,6.1455,2049.66,21.745,5.8782,0.789515238,241.89,120.94,,12229,26683,3.729,107.28,181.52,1063.5,0.2888,1.9324,3.274,31.382,13.5423,98.26,1.275835672,6.6161,0.3845,102.9519,2.905,44.759,3.3262,3.64,40.9416,3.75,1.2764,11.06565,130.55,7.2696,0.9554,32.53,6.3566,,3.6725,0.628180162,1,24.391
