Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
03-Jan-17,111.0628,1.382361073,0.376,9.975,,3.2723,1.4473,1.3438,669.47,6.9552,3000.71,26.017,7.1585,0.962927299,297.38,114.23,68.0864,13485,32374,3.86,,,1207.8,0.306,1.9324,4.4925,35.9918,20.852,108.89,,8.6676,0.3845,104.8013,3.376,49.769,4.2271,3.64,,3.75,1.4473,13.7716,150,9.1436,1.0295,,6.7459,,3.6725,0.813702754,1,28.517
04-Jan-17,110.8238,1.38121547,0.376,9.975,10.66098081,3.2626,1.4489,1.3293,673.36,6.9541,2981.06,25.889,7.123,0.958129731,295.87,113.64,68.1791,13478,32374,3.857,117.93,334.51,1206.2,0.30635,1.9324,4.4995,35.987,21.3799,109.27,1.450116009,8.6141,0.3845,104.8497,3.388,49.788,4.2037,3.64,,3.75,1.4489,13.64235,150,9.151,1.0269,35.893,6.7428,2.3571,3.6725,0.814100216,1,28.599
05-Jan-17,110.3887,1.369487812,0.376,9.975,10.66098081,3.2327,1.4378,1.3216,671.78,6.8778,2965.36,25.714,7.0794,0.952290258,293.94,113.23,67.7884,13370,32371,3.853,116.6,332.56,1206.7,0.30585,1.9324,4.4875,35.9852,21.3661,109.03,1.429183936,8.5911,0.3845,104.8376,3.369,49.732,4.1667,3.64,,3.75,1.4378,13.668,149.9992,9.0697,1.0206,35.753,6.7452,2.355,3.6725,0.812644752,1,28.582
06-Jan-17,110.1735,1.366493577,0.376,9.975,10.62699256,3.2123,1.4316,1.3216,666.41,6.9225,2941.08,25.516,7.0208,0.944376239,289.75,113.16,,13347,,3.843,115.7,330.67,1191.6,0.30585,1.9324,4.4725,36.0158,21.3144,108.66,1.425719989,8.4869,0.3845,104.8259,3.371,49.531,,3.64,,3.75,1.4316,13.667,150,,1.0118,35.715,6.7494,2.2542,3.6725,0.808603542,1,
09-Jan-17,110.4461,1.367989056,0.376,9.975,10.67235859,3.2051,1.441,1.3222,665.29,6.9333,2919.01,25.697,7.0691,0.950931913,292.7,114.1,68.1863,13385,32370,3.849,,330.54,1189.1,0.30595,1.9324,4.4785,35.9741,21.3219,108.74,1.435338022,8.5767,0.3845,104.8346,3.379,49.466,4.1592,3.64,59.8961,3.75,1.441,13.667,149.9983,9.0677,1.0181,35.772,6.7321,2.33205,3.6725,0.821962847,1,28.642
10-Jan-17,110.3265,1.356116084,0.376,9.975,10.66098081,3.2091,1.4327,1.3208,,6.9259,,25.571,7.035,0.946342387,291.29,114.31,68.0641,13320,,3.845,115.99,332.85,1205.5,0.30555,1.9324,4.4745,35.9532,21.6168,109.12,1.42612664,8.5881,0.3845,104.8518,3.387,49.616,4.127,3.64,59.9533,3.75,1.4327,13.6988,150,9.0176,1.014,35.606,6.7504,2.33273,3.6725,0.823519723,1,28.664
11-Jan-17,110.6134,1.354829969,0.376,9.975,10.70663812,3.1912,1.4354,1.3232,,6.9264,2949.6,25.721,7.0778,0.952108921,293.58,116.64,68.2276,13327,32369,3.852,116,333.96,1198.7,0.3058,1.9324,4.475,35.9879,21.9076,109.08,1.433486239,8.6292,0.3845,104.8531,3.391,49.548,4.1465,3.64,60.1614,3.75,1.4354,13.77195,149.9828,9.0682,1.0203,35.573,6.7691,2.33501,3.6725,0.824708259,1,28.749
12-Jan-17,109.8818,1.340123291,0.376,9.975,10.55966209,3.2148,1.4276,1.313,671.69,6.9105,2980.8,25.3,6.9615,0.936417268,289.17,114.26,68.0858,13288,32368,3.825,115.05,331.85,,0.30545,1.9324,4.4625,35.9383,21.7204,109.32,1.417836382,8.4863,0.3845,104.8551,3.363,49.564,4.1103,3.64,59.4978,3.75,1.4276,13.45535,,8.9559,1.0079,35.355,6.7632,2.34525,3.6725,0.814000814,1,28.651
13-Jan-17,109.9679,1.336005344,0.376,9.975,10.57082452,3.1655,1.428,1.3135,663.01,6.8931,2930.19,25.347,6.974,0.937998312,288.72,114.24,68.231,13308,,3.818,114.99,332.06,,0.30545,1.9324,4.4635,35.9298,21.633,108.84,1.406865504,8.4964,0.3845,104.8615,3.363,49.53,4.1084,3.64,59.37,3.75,1.428,13.5254,150,8.9308,1.0078,35.418,6.7626,2.32106,3.6725,0.820950661,1,
17-Jan-17,109.7719,1.333333333,0.376,9.975,10.54852321,3.2228,1.4284,1.306,661.38,6.8807,2935.96,25.291,6.9603,0.935979034,288.18,113.15,68.0509,13381,32369,3.817,114.12,332.68,1180.5,0.3054,1.9324,4.467,35.8688,21.5738,109.05,1.408252359,8.4575,0.3845,104.8583,3.349,49.849,4.0989,3.64,59.4015,3.75,1.4284,13.46505,150.1222,8.9058,1.0012,35.386,6.7384,2.32955,3.6725,0.818196694,1,28.636
