Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Bolivar Soberano   (VES)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
04-Sep-18,118.4912,1.383508578,0.376,,,10.95290252,4.1646,1.374,1.3182,684.13,6.8306,3053.14,22.256,6.4475,0.864902266,283.34,108.95,71.1857,14840,42000,3.625,111.08,367.52,1113.5,0.3028,1.9324,4.1355,34.3107,19.3609,113.94,1.516300227,8.4043,0.3845,124.2392,3.312,53.504,3.7241,3.64,68.2737,3.75,1.374,15.20825,161.5684,9.1161,0.9738,32.746,6.7253,2.78041,3.6725,0.779787898,1,32.711
05-Sep-18,118.1523,1.391594768,0.376,,,11.03752759,4.1603,1.3763,1.3185,693.13,6.842,3088.47,22.238,6.4375,0.863408738,283.86,109.6,71.7533,14927,42000,3.619,111.5,369.89,1114.2,0.3029,1.9324,4.1435,34.35,19.4433,114.54,1.527183873,8.4169,0.3845,124.2522,3.316,53.53,3.733,3.64,68.4628,3.75,1.3763,15.4908,161.8671,9.1258,0.9738,32.805,6.7192,2.78655,3.6725,0.779757495,1,32.818
06-Sep-18,118.1365,1.394505648,0.376,,,10.96491228,4.1454,1.3771,1.3188,691.05,6.8378,3100.37,22.09,6.4094,0.859549596,281.37,109.64,71.9214,14891,42000,3.595,111.25,372.23,1117.6,0.30275,1.9324,4.1465,34.307,19.3546,114.81,1.514692517,8.403,0.3845,124.2521,3.318,53.547,3.7143,3.64,68.2505,3.75,1.3771,15.2944,162.0424,9.0865,0.96935,32.803,6.7392,2.77726,3.6725,0.773156023,1,32.525
07-Sep-18,118.1841,1.398405817,0.376,,,10.94091904,,1.3754,1.3164,684.97,6.8373,3089.47,22.124,6.421,0.860955661,278.7,111.31,71.9009,14884,,3.581,110.5,375.62,1121.2,0.30275,1.9324,4.1435,34.2931,19.2394,115.18,1.518602885,8.4154,0.3845,124.2521,3.322,53.684,3.6995,3.64,69.0286,3.75,1.3754,15.13915,161.9807,9.0883,0.96555,32.792,6.7501,2.76566,3.6725,0.768049155,1,32.388
10-Sep-18,118.2105,1.405481377,0.376,,3690.9495,10.91703057,4.1001,1.3808,1.3163,688.44,6.8595,3070.15,22.166,6.4453,0.864229539,280.8,111.87,72.5745,14835,42000,,110.94,378.11,1123.1,0.3029,1.9324,,34.3144,19.2989,114.78,1.533977604,8.3856,0.3845,124.2517,3.324,53.831,3.7283,3.64,69.8685,3.75,1.3808,15.1839,161.7706,9.0456,0.9735,32.856,6.7553,2.77634,3.6725,0.773335396,1,32.703
11-Sep-18,118.2318,1.403311816,,,61.515825,10.92896175,4.1635,1.3773,1.3141,692.62,6.8618,3069.49,22.157,6.445,0.86400553,279.39,113.52,72.3227,,42000,,111.45,380.93,1128.1,,1.9324,,34.3224,19.268,115.93,1.531862745,8.3627,0.3845,124.2528,3.331,53.854,3.7087,3.64,69.9744,3.75,1.3773,15.09015,162.3613,9.0215,0.974,32.824,6.7596,,3.6725,0.768285187,1,32.861
12-Sep-18,118.2635,1.407855836,0.376,,61.515825,10.89324619,4.1253,1.3773,,698.43,6.87,3087.73,22.096,6.4388,0.863185153,280.27,113.97,72.7549,14863,42000,3.588,111.55,377.74,1126.8,0.3029,1.9324,4.1495,34.346,19.0511,116.31,1.535862387,8.3149,0.3845,124.2549,,53.924,3.7198,3.64,69.5728,3.75,1.3773,15.09015,162.2853,9.0603,0.97345,32.814,6.7658,,3.6725,0.770178681,1,32.832
13-Sep-18,117.8877,1.39256371,0.376,,61.775175,10.74113856,4.1631,1.3716,1.2997,691.06,6.8495,3055.01,21.965,6.4196,0.860585198,280.23,112.99,,14794,42000,3.575,111.42,375.31,1127.3,0.3027,1.9324,4.1425,34.3526,18.8775,115.5,1.52578578,8.2384,0.3845,124.2415,3.322,54.009,3.713,3.64,68.637,3.75,1.3716,14.75655,162.5011,8.9881,0.9696,32.641,6.7758,2.77563,3.6725,0.76560885,1,32.991
14-Sep-18,117.9195,1.388888889,0.376,,61.775175,10.82251082,4.1873,1.3701,1.3033,682.79,6.8478,3019.38,21.79,6.3817,0.855505176,276.41,109.6,71.8129,14835,,3.564,112.05,373.65,1121.2,0.3027,1.9324,4.1415,,18.8689,115.5,1.520912548,8.2338,0.3845,124.2513,3.313,54.004,3.6817,3.64,68.2826,3.75,1.3701,14.79795,162.805,8.977,0.9642,32.585,6.7818,2.76689,3.6725,0.76222417,1,33.154
17-Sep-18,117.8982,1.396258028,0.376,,61.176675,10.84598698,4.1689,1.3745,1.3019,,6.8692,3026.05,21.811,6.3914,0.856824608,278.74,109.62,72.5505,14859,42000,3.583,,371.86,1119.2,0.3028,1.9324,,34.365,18.8399,114.96,1.526950679,8.193,0.3845,124.2514,3.313,54.011,3.6876,3.64,68.1958,3.75,1.3745,14.9885,163.1284,9.0377,0.9641,32.669,6.7545,2.77178,3.6725,0.762951095,1,33.15
18-Sep-18,117.8411,1.387539892,0.376,,61.236525,10.81081081,4.1363,1.3714,1.2992,,6.8632,3013.38,21.761,6.3779,0.854920065,277.9,109.07,72.3796,14908,42000,,111.8,369.36,1126.2,0.30255,1.9324,4.146,34.3212,18.7694,116.02,1.520912548,8.1622,0.3845,124.2521,3.304,54.207,3.6817,3.64,67.7519,3.75,1.3714,14.90825,164.4062,8.8973,0.9619,32.599,6.702,2.77004,3.6725,0.761092929,1,33.123
19-Sep-18,118.0105,1.379690949,0.376,,61.236525,10.74113856,4.1345,1.3704,1.2947,,6.8529,3007.03,21.796,6.3938,0.857118368,276.32,109.8,72.6781,14896,,,112.35,361.94,1126.3,0.30265,1.9324,4.144,34.2906,18.7672,,1.5211439,8.1829,0.3845,124.2362,3.301,54.102,3.6685,3.64,67.0098,3.75,1.3704,14.6377,165.6326,8.8721,0.96835,32.534,6.7508,2.771,3.6725,0.758495146,1,33.102
20-Sep-18,117.8306,1.377410468,0.376,,60.957225,10.64962726,4.0991,1.369,1.2905,684.86,6.8534,3018.63,21.71,6.338,0.849689863,276.84,110.63,,14839,,3.583,112.33,359,1123,0.30265,1.9324,4.1375,34.253,18.8296,115.8,1.504438092,8.1473,0.3845,,3.298,54.06,3.6702,3.64,66.4725,3.75,1.369,14.4291,166.4663,8.8569,0.96505,32.366,,2.77976,3.6725,0.755715095,1,32.883
