Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Bolivar Soberano   (VES)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
03-Dec-18,118.6376,1.357404642,0.376,,151.2609,10.50420168,3.8279,1.3688,1.3191,671.09,6.8904,3235.27,22.874,6.5851,0.88245676,283.66,122.89,70.028,14252,42000,3.718,113.5,,1120.3,0.3039,1.9324,4.178,34.2914,20.2346,111.35,1.45116819,8.5504,0.3845,137.6044,3.374,52.389,3.7672,3.64,66.2921,3.75,1.3688,13.67545,179.6165,9.0419,0.99905,32.803,6.7572,2.945,3.6725,0.78597815,1,31.971
04-Dec-18,118.4483,1.355932203,0.376,,156.7272,10.44932079,3.8307,1.3653,1.3219,666.49,6.8452,3196.15,22.702,6.541,0.876501008,282.99,122.42,70.3455,14293,42000,3.727,113.59,371.14,1113.7,0.3038,1.9324,4.1575,34.2845,20.5123,112.73,1.443001443,8.4559,0.3845,137.6322,3.383,52.335,3.7516,3.64,66.4467,3.75,1.3653,13.59135,178.8232,8.9812,0.99525,32.719,6.742,2.9479,3.6725,0.780640125,1,31.978
05-Dec-18,,1.372118551,,,,,,,,,6.8681,,,,0.880746873,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.782870787,1,
06-Dec-18,118.5324,1.383891503,0.376,,188.06865,10.63829787,3.9172,1.3701,1.3404,671.79,6.8816,3162.29,22.796,6.5752,0.880979649,285.41,122.89,71.0371,14507,42000,3.731,112.8,369.98,1113.6,0.3038,1.9324,4.1655,34.3288,20.4705,112.74,1.45285486,8.548,0.3845,138.6621,3.377,52.706,3.7844,3.64,66.7377,3.75,1.3701,14.05875,179.1033,8.9994,0.99735,32.818,6.7485,2.95038,3.6725,0.784559862,1,32.138
07-Dec-18,118.5114,1.382552191,0.376,,188.06865,10.66098081,3.8958,1.3685,1.3299,677.78,6.8827,3187.86,22.736,6.5642,0.879430129,284.29,121.61,70.5663,14539,,3.738,112.75,370.49,1117.8,0.3038,1.9324,4.162,34.3298,20.2609,113.45,1.453488372,8.5278,0.3845,138.8555,3.367,52.81,3.7694,3.64,66.9227,3.75,1.3685,14.1456,179.1104,8.9913,0.99255,32.81,6.7687,2.95136,3.6725,0.783085356,1,32.117
10-Dec-18,118.3746,1.384849744,0.376,,212.158275,10.69518717,3.9104,1.3693,1.3379,674.04,6.907,3153.29,22.64,6.533,0.875273523,283.19,122.73,71.3257,14517,42000,3.727,112.57,369.35,1118.2,0.30355,1.9324,4.1705,34.2718,20.3621,113.29,1.456876457,8.4801,0.3845,138.8543,3.373,52.656,3.76,3.64,66.2416,3.75,1.3693,14.2483,178.8155,9.033,0.9891,,6.7672,2.9539,3.6725,0.789983015,1,32.176
11-Dec-18,118.7217,1.387925052,0.376,,253.095675,10.71811361,3.9007,1.373,1.3402,677,6.9001,3176.12,22.711,6.5595,0.878811846,284.17,123.18,71.9274,14613,42000,3.748,113.06,370.55,1124.7,0.30385,1.9324,4.1805,34.2342,20.2889,114.15,1.454757056,8.5278,0.3845,138.9007,3.366,52.786,3.7763,3.64,66.5022,3.75,1.373,14.2719,178.8981,9.0591,0.9875,32.827,6.776,2.9537,3.6725,0.793335978,1,32.188
12-Dec-18,118.6955,1.386001386,0.376,,253.095675,10.69518717,3.8623,1.3731,1.3346,679.9,6.888,3184.7,22.796,6.5786,0.881367883,285.5,123.51,72.0407,14577,42000,3.746,113.5,370.11,1129.4,0.30405,1.9324,4.1825,34.2608,,114.97,1.45158949,8.5726,0.3845,138.8539,3.355,52.844,3.7934,3.64,66.4225,3.75,1.3731,14.2738,179.1527,9.1104,0.9954,32.769,6.7741,2.96314,3.6725,0.797003268,1,32.207
13-Dec-18,118.6271,1.383891503,0.376,,300.616575,10.66098081,3.8784,1.371,1.3359,678.77,6.8678,3169.36,22.716,6.5647,0.879430129,284.34,123.23,71.5368,14536,42000,3.753,113.45,370.04,1127.6,0.3039,1.9324,4.1825,34.2829,20.2566,115.22,1.459002043,8.5646,0.3845,138.8393,3.359,52.665,3.7739,3.64,66.255,3.75,1.371,14.18,179.4668,9.0556,0.99185,,6.7847,2.96743,3.6725,0.790263948,1,32.252
14-Dec-18,118.8374,1.391014049,0.376,,300.616575,10.75268817,3.9084,1.3722,1.3379,681.17,6.8948,3178.4,22.858,6.6155,0.886132034,286.66,124.28,71.7359,14538,42000,3.771,113.58,371.31,1124,0.3039,1.9324,4.1815,34.2886,,114.7,1.462202076,8.6163,0.3845,138.8474,3.351,52.615,3.8095,3.64,66.4337,3.75,1.3722,14.369,179.6566,9.0835,0.99755,32.777,6.782,2.9724,3.6725,0.796431985,1,32.281
