Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
02-Dec-13,79.8785,1.092776746,0.376,6.2842,8.635578584,2.3249,1.2543,1.0634,529.64,6.1329,1931.88,20.244,5.5111,0.738770686,223.17,119.86,62.226,11946,24802,3.53,102.45,153.68,1058.9,0.2826,1.9324,3.223,30.2803,13.2041,99.91,1.224439819,6.1388,0.3845,108.5663,2.801,43.757,3.0965,3.64,33.1482,3.75,1.2543,10.20835,131.1951,6.5235,0.9101,32.199,6.3798,1.6704,3.6725,0.610463342,1,21.16
03-Dec-13,79.7787,1.102779003,0.376,6.2842,8.695652174,2.3449,1.2562,1.0662,532.21,6.1352,1934.16,20.222,5.4937,0.736485491,223.09,119.67,62.3443,11830,24826,3.523,103.08,154.42,1057.7,0.283,1.9324,3.217,30.2811,13.2372,99.71,1.221150324,6.1055,0.3845,108.6234,2.804,43.688,3.0973,3.64,33.246,3.75,1.2562,10.35785,131.1522,6.5433,0.9054,32.202,6.4532,1.6749,3.6725,0.608679774,1,21.255
04-Dec-13,79.8439,1.102900629,0.376,6.2842,8.710801394,2.3558,1.254,1.0696,532.97,6.13,1941.01,20.193,5.4881,0.735726898,222.29,119.38,62.333,11960,24818,3.522,102.58,154.5,1061.3,0.2827,1.9324,3.218,30.3176,13.0826,99.78,1.213297743,6.1143,0.3845,108.6597,2.803,43.764,3.0916,3.64,33.2632,3.75,1.254,10.3899,130.8791,6.5122,0.9026,32.189,6.4414,1.6738,3.6725,0.611134877,1,21.487
05-Dec-13,79.6048,1.106072337,0.376,6.2842,8.756567426,2.374,1.2552,1.0638,533.95,6.131,1948.48,20.195,5.4874,0.735618655,222.21,119.47,61.6895,12018,24822,3.524,102.43,154.25,1061.2,0.2827,1.9324,3.2265,30.3387,13.0057,99.29,1.21980971,6.1818,0.3845,108.5569,2.801,43.78,3.087,3.64,33.114,3.75,1.2552,10.49215,130.8437,6.507,0.9021,,6.4356,1.6741,3.6725,0.611807892,1,21.492
06-Dec-13,79.3065,1.103996467,0.376,6.2842,8.741258741,2.3747,1.2537,1.0663,531.15,6.1232,1940.26,20.122,5.4608,0.732010834,221.03,118.44,61.6673,11960,,3.517,101.85,154.25,1060.7,0.2827,1.9324,3.2215,30.2597,12.9299,98.81,1.216545012,6.1738,0.3845,108.5355,2.798,43.848,3.0673,3.64,32.9514,3.75,1.2537,10.4541,130.8336,6.4998,0.8957,32.324,6.4311,1.6685,3.6725,0.611321677,1,21.281
09-Dec-13,79.2109,1.098297639,0.376,6.2842,8.680555556,2.3525,1.251,1.0641,,6.113,1936.33,20.04,5.4367,0.728756741,219.45,118.08,61.1785,11956,24811,3.503,103.08,154.12,1058.2,0.2823,1.9324,3.2185,30.2886,12.8612,98.3,1.206418145,6.1423,0.3845,108.1825,,43.91,3.0534,3.64,32.7782,3.75,1.251,10.34685,130.8036,6.5114,0.8917,32.144,6.4351,1.6701,3.6725,0.610500611,1,
10-Dec-13,,,,,,,,,,,,,,0.727272727,,,,,,,103.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.608309508,1,
11-Dec-13,78.4528,1.094810598,0.376,6.2842,8.695652174,2.3102,1.2495,1.0607,530.66,6.11,1933.52,19.934,5.4192,0.726374664,219.23,117.51,61.3313,12005,24787,3.503,102.9,154.52,1052.5,0.282,1.9324,3.2085,30.2119,12.9342,97.67,1.204383958,6.1172,0.3845,107.3101,2.792,44.262,3.0386,3.64,32.7315,3.75,1.2495,10.3937,130.8164,6.5441,0.8876,32.01,6.4434,1.6651,3.6725,0.610575162,1,21.299
12-Dec-13,78.2659,1.108033241,0.376,6.2842,8.680555556,2.3262,1.2534,1.0641,532.04,6.1115,1935.61,19.947,5.4161,0.725952813,220.37,117,61.62,12025,24776,3.507,102.66,154.21,1051.9,0.2819,1.9324,3.228,30.1637,,98,1.211093618,6.1535,0.3845,107.3037,2.784,44.135,3.0415,3.64,32.7518,3.75,1.2534,10.3692,130.838,6.5591,0.8857,32.122,6.4261,1.6692,3.6725,0.609681746,1,21.279
13-Dec-13,78.254,1.119319454,0.376,6.2842,8.665511265,2.3338,1.2555,1.0595,532.8,6.1148,1935.89,20.061,5.4353,0.728491295,220.54,117.51,62.1266,12081,,3.503,103.6,154.11,1053.5,0.2819,1.9324,3.2335,30.0981,12.9515,98.9,1.212709192,6.1849,0.3845,107.2976,2.767,44.19,3.0432,3.64,32.8663,3.75,1.2555,10.33895,130.85,6.6094,0.8906,32.089,6.4373,1.6721,3.6725,0.614514841,1,21.27
