Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Bolivar Soberano   (VES)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
01-Aug-18,117.8242,1.350074254,0.376,172368,,10.24590164,3.7485,1.3617,1.3002,639.2,6.8056,2886.8,21.889,6.3709,0.85499316,274.96,105.62,68.6058,14442,44090,3.677,111.83,348.21,1117.9,0.3027,1.9324,4.0655,34.143,18.5899,109.67,1.469507715,8.1549,0.3845,124.0888,3.272,53.16,3.6603,3.64,62.559,3.75,1.3617,13.2224,159.7491,8.7984,,33.184,6.7526,2.68826,3.6725,0.761672633,1,30.497
02-Aug-18,118.1259,1.354096141,0.376,172368,,10.33057851,3.7639,1.3651,1.3014,641.05,6.8269,2892.62,22.04,6.4143,0.860807437,276.65,106.71,68.3566,14446,44110,3.689,111.69,349.68,1119.3,0.3027,1.9324,4.0725,34.1409,18.6349,109.5,1.472320377,8.2173,0.3845,124.0239,3.269,53.115,3.6783,3.64,63.1358,3.75,1.3651,13.428,159.5855,8.8354,0.99375,33.18,,2.69253,3.6725,0.762805599,1,30.719
03-Aug-18,118.1206,1.356852103,0.376,172368,,10.30927835,3.7195,1.3687,1.2983,644.32,6.8905,2904.9,22.144,6.4313,0.862961685,277.35,106.77,68.7933,14503,,3.7,111.75,349.76,1122.6,0.3027,1.9324,4.0825,34.2219,18.5725,109.93,1.485884101,8.2335,0.3845,124.0911,3.267,53.008,3.6926,3.64,63.4549,3.75,1.3687,13.3521,159.6628,8.9178,0.9952,33.347,6.7423,2.69773,3.6725,0.769053295,1,30.568
06-Aug-18,118.3852,,0.376,206841.6,,10.3626943,3.7208,1.366,,643.83,6.8403,2898.99,22.221,6.4559,0.866325912,277.06,,68.6833,14481,44120,3.71,111.34,348.8,1128.1,0.30295,1.9324,4.0775,34.2867,18.5433,109.78,1.481262035,8.2583,0.3845,124.2186,3.266,53.146,3.692,3.64,63.4975,3.75,1.366,13.4363,159.8111,8.914,0.9978,33.243,6.7465,2.70423,3.6725,0.773066368,1,30.401
07-Aug-18,118.147,1.35098622,0.376,206841.6,,10.28806584,3.7112,1.3682,1.3023,646.78,6.8412,,22.072,6.423,0.861920359,275.77,106.8,68.8,14485,42000,3.695,111.33,348.82,1123.5,0.30295,1.9324,4.0845,34.3282,18.4631,110.22,1.485442662,8.1885,0.3845,124.2349,3.265,53.04,3.6722,3.64,63.5425,3.75,1.3682,13.2957,159.859,8.9286,0.99465,33.314,6.7535,2.71859,3.6725,0.771307366,1,30.041
08-Aug-18,118.2423,1.34643867,0.376,206841.6,,10.3626943,3.7513,1.3634,1.3052,642.11,6.824,2898.86,22.076,6.4314,0.862887221,275.57,106.93,68.6465,14439,42000,3.684,111.4,348.59,1125.7,0.30285,1.9324,4.076,34.3042,18.4542,109.9,1.48456057,8.2236,0.3845,124.2118,3.268,52.922,3.6782,3.64,63.595,3.75,1.3634,13.4511,159.8027,8.905,0.99605,33.216,6.7602,2.71898,3.6725,0.777544514,1,30.166
09-Aug-18,118.2212,1.343905389,0.376,206841.6,,10.3626943,3.8024,,1.304,644.1,6.8254,2908.9,22.057,6.432,0.862589494,276.1,107.26,68.624,14422,42000,3.683,110.82,354.06,1118.8,0.30285,1.9324,4.072,34.2984,18.6511,109.8,1.499250375,8.2328,0.3845,124.1063,3.27,53.025,3.6846,3.64,66.2856,3.75,,,159.8744,8.988,0.99325,33.172,6.7666,2.72843,3.6725,0.77591558,1,30.686
10-Aug-18,118.687,1.364070386,0.376,206841.6,,10.5374078,3.8466,1.367,1.3113,645.95,6.8554,2919.44,22.377,6.507,0.872905028,281.57,108.6,68.9538,14437,,3.694,110.88,356.8,1117.9,0.30285,1.9324,4.0795,34.3732,18.9273,109.89,1.514692517,8.3214,0.3845,123.9204,3.275,53.107,3.7481,3.64,66.9075,3.75,1.367,13.87905,160.0374,9.0588,0.99495,33.254,6.7741,2.736,3.6725,0.783024039,1,31.14
13-Aug-18,118.904,1.373815084,0.376,248209.92,,10.64962726,3.8982,1.3757,1.3136,653.98,6.8803,2940.95,22.503,6.5365,0.876962203,284.75,109.02,69.4685,14583,42000,3.709,110.25,363.22,1126.3,0.3034,1.9324,4.0925,34.4805,19.1801,110.13,1.518602885,8.357,0.3845,124.0219,3.284,53.136,3.7862,3.64,68.2234,3.75,1.3757,14.26655,160.0429,9.1734,0.9947,,6.7776,,3.6725,0.784313725,1,31.432
14-Aug-18,118.9675,1.37532664,0.376,,,10.63829787,3.8806,1.3747,1.3087,658.7,6.8821,2983.93,22.524,6.5356,0.876731545,284,108.69,,14625,42000,3.691,110.76,363.28,1133.7,0.3034,1.9324,4.0965,34.5672,18.9973,111.9,1.517220452,8.3531,0.3845,,3.291,53.307,3.7768,3.64,66.7535,3.75,1.3747,14.2121,160.0946,9.1063,0.9909,33.31,6.7825,,3.6725,0.782901433,1,31.306
