Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Bolivar Soberano   (VES)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
15-Aug-18,119.3064,1.386385692,0.376,248209.92,,10.79913607,3.9128,1.3804,1.3138,,6.9058,3002.66,22.709,6.5872,0.883314195,285.44,110.13,,14621,42000,3.693,111.37,361.66,,0.30365,1.9324,4.103,,19.2339,111.84,1.523461304,8.4364,0.3845,123.7466,3.315,53.451,,3.64,66.3772,3.75,1.3804,14.6058,160.1096,9.161,0.9977,33.337,6.7602,2.76384,3.6725,0.786782061,1,31.565
16-Aug-18,119.0046,1.374570447,0.376,248209.92,,10.78748652,3.8804,1.3745,1.3152,661.75,6.9132,3046.76,22.606,6.5588,0.879507476,284.49,109.08,70.2287,14619,42000,3.688,110.83,360.87,1132.1,0.30345,1.9324,4.1005,34.6008,19.01,111.84,1.520218912,8.4547,0.3845,123.3921,3.309,53.499,3.7871,3.64,66.8932,,1.3745,14.61805,160.1768,9.186,0.994,33.266,6.7409,2.77131,3.6725,0.787742723,1,31.459
17-Aug-18,118.9887,1.375515818,0.376,248209.92,,10.8577633,3.9383,1.3749,1.3081,666.13,6.8885,3019.55,22.583,6.5471,0.87788605,283.87,108.06,,,,3.669,110.87,360.12,1130.7,0.30345,1.9324,4.104,34.5783,19.0615,112.25,1.516070346,8.4975,0.3845,123.9311,3.318,53.443,3.7784,3.64,66.8757,,1.3749,,160.4394,9.1837,0.99635,33.199,6.7314,2.7786,3.6725,0.786843969,1,31.585
20-Aug-18,118.8511,1.368738024,0.376,,,10.76426265,3.9424,1.3703,1.3065,668.44,6.8529,,22.509,6.5313,0.875656743,,107.67,69.7617,14578,42000,3.662,110.5,360.71,1125.6,,1.9324,4.103,34.5191,19.0305,112.25,1.510574018,8.4694,0.3845,124.0409,3.313,53.414,3.7695,3.64,67.1807,3.75,1.3703,14.59295,160.466,9.1662,0.99615,33.133,6.7403,2.77925,3.6725,0.784252216,1,31.71
21-Aug-18,118.5123,1.358695652,0.376,,,10.69518717,3.9867,1.3667,1.3036,669.82,6.8404,3024.02,22.376,6.4844,0.869414015,280.33,107.8,69.6668,14568,42000,3.655,109.92,360.71,1121.7,,1.9324,4.094,34.4088,18.8784,111.72,1.504438092,8.4377,0.3845,,3.297,,3.7375,3.64,67.1783,3.75,1.3667,14.59295,160.596,9.1406,0.98735,32.784,6.7302,,3.6725,0.779119595,1,31.837
22-Aug-18,,1.359434475,0.376,,,10.64962726,4.0734,,1.3016,665.02,6.8455,2990.78,22.149,6.4211,0.860881543,278.99,107.72,,,,3.635,110.15,,1118.2,,1.9324,,34.2949,18.8176,,1.490757305,8.334,0.3845,,3.284,53.386,3.7104,3.64,67.6163,3.75,,14.30435,,9.1073,0.9833,32.727,6.7523,,3.6725,0.77579519,1,
23-Aug-18,,1.370989855,0.376,,,10.62699256,4.0721,1.3709,1.3063,660.67,6.8714,2965.45,22.207,6.4418,0.863632438,280.33,108.07,70.0656,14620,42000,3.635,110.84,361.63,1118.7,,1.9324,4.105,34.2261,18.8672,111.7,1.497902936,8.3326,0.3845,,3.293,53.395,3.7069,3.64,68.5259,3.75,1.3709,14.24495,160.6166,9.082,0.98245,32.805,6.761,,3.6725,0.774953503,1,31.904
24-Aug-18,118.38,1.373626374,0.376,,,10.62699256,4.0848,1.3731,1.3036,665.58,6.8825,2980.64,22.218,6.437,0.862961685,280.4,107.95,70.1377,14655,,3.639,111.42,360.55,1120.8,,1.9324,4.1095,34.2228,18.8339,112.19,1.507159005,8.3654,0.3845,124.2486,3.291,53.488,3.7014,3.64,67.7911,3.75,1.3731,14.2415,160.8,9.1406,0.98365,32.814,6.7664,2.7792,3.6725,0.77778642,1,31.91
27-Aug-18,118.1206,1.365560563,0.376,,,10.61571125,4.0681,1.364,1.2986,662.64,6.8175,2958.45,22.127,6.4112,0.859623485,279.02,107.32,70.0366,14610,42000,3.639,111.21,361.19,1121.8,0.30285,1.9324,4.0995,34.1878,18.6697,111.86,1.495438911,8.3373,0.3845,124.2431,3.288,,3.682,3.64,67.3963,3.75,1.364,14.27485,160.8731,9.1382,0.9835,32.576,6.7739,2.77674,3.6725,,1,31.778
28-Aug-18,117.7871,1.364628821,0.376,,,10.55966209,4.1186,1.3641,1.2917,656.81,6.81,2934.31,21.963,6.3684,0.853970965,276.89,106.61,70.1687,14614,42000,3.624,111.27,361.31,1114.3,0.3027,1.9324,4.097,34.1046,18.9354,112.26,1.49298298,8.3043,0.3845,124.255,3.291,53.495,3.6548,3.64,67.3911,3.75,1.3641,14.1665,161.0916,9.1131,0.97655,32.567,6.7775,2.771,3.6725,0.775524448,1,31.933
29-Aug-18,117.9883,1.368176221,0.376,,,10.69518717,4.1347,1.3641,1.2931,658.45,6.8255,2966,22.08,6.3955,0.857632933,278.4,107.02,70.5046,14643,42000,3.643,111.25,363.43,1110,0.3027,1.9324,4.103,34.1379,19.0659,112.17,1.490757305,8.3598,0.3845,124.2547,3.293,53.362,3.6747,3.64,68.1451,3.75,1.3641,14.44755,161.2647,9.1587,0.97695,32.679,6.7582,2.76636,3.6725,0.77597579,1,32.001
30-Aug-18,117.9353,1.373626374,0.376,,,10.74113856,4.1806,1.3659,1.298,666.81,6.835,2999.57,22.025,6.3777,0.855285665,279.37,106.89,70.7329,14655,,3.61,111.66,363.43,1108.8,0.3026,1.9324,4.1075,34.1834,19.1258,112.95,1.499925004,8.3134,0.3845,124.2305,,53.411,3.6724,3.64,68.0821,3.75,1.3659,14.6046,161.3587,9.1249,0.9702,32.697,6.727,2.77059,3.6725,0.768255675,1,32.192
31-Aug-18,118.0571,1.377410468,0.376,,,10.77586207,4.1347,1.3684,,675.38,6.8314,3027.39,22.089,6.3993,0.858295425,279.76,107.12,70.9255,14711,,3.604,111,363.43,1108.8,0.3026,1.9324,,34.2268,19.1792,113.19,1.504211793,8.3382,0.3845,124.246,,53.434,3.6808,3.64,68.0447,3.75,1.3684,14.7176,161.473,9.1044,0.96625,32.742,6.7405,2.7712,3.6725,0.768905463,1,
