Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
01-Apr-19,119.3231,1.404297149,10.64962726,3.8676,1.3536,1.3337,678.53,6.712,3174.79,22.955,6.643,0.88999644,,3.626,111.08,1136.1,0.3042,4.076,34.7888,19.2169,1.465845793,8.5778,0.3845,3.306,52.629,3.8267,3.64,65.4176,3.75,1.3536,14.18965,9.2524,0.9952,31.707,6.757,3.6725,0.763067531,1,33.424
02-Apr-19,119.4654,1.412429379,10.63829787,3.8655,1.3555,1.3344,672.56,6.721,3146.81,22.99,6.6648,0.892857143,69.1198,3.624,111.35,1132.7,0.30435,4.0835,34.8202,19.2279,1.472970982,8.6112,0.3845,3.309,52.516,3.8403,3.64,65.4726,3.75,1.3555,14.1226,9.3144,0.99985,31.756,6.7589,3.6725,0.76581406,1,33.607
03-Apr-19,119.3389,1.407261469,10.63829787,3.843,1.354,1.3324,670.05,6.7075,,22.876,6.6391,0.88944232,68.4896,3.6,111.47,1135.8,0.30425,4.0805,34.8286,19.1805,1.478415139,8.558,0.3845,,52.509,3.8192,3.64,65.1639,3.75,1.354,,9.2863,0.99705,31.747,6.7571,3.6725,0.75912852,1,33.707
04-Apr-19,119.418,1.406271973,10.63829787,3.8707,1.3532,1.3357,667.55,6.7179,3128.47,22.91,6.6529,0.89134504,68.8446,3.603,111.49,1134.9,,4.0795,34.8176,19.1728,1.471670346,8.5844,0.3845,3.295,52.262,3.8215,3.64,65.3281,3.75,1.3532,14.1542,9.2735,0.99855,31.768,6.7497,3.6725,0.760600875,1,33.838
05-Apr-19,119.3705,1.403508772,10.59322034,3.8616,1.3544,1.3386,666.32,,3132.78,22.8,6.6452,0.890234132,69.1965,3.587,111.77,1135.5,0.30425,4.082,34.788,19.0805,1.481042654,8.6006,0.3845,,52.105,3.8215,3.64,65.4072,3.75,1.3544,14.04235,9.2734,1.00055,31.884,6.767,3.6725,0.76560885,1,
08-Apr-19,119.2071,1.409641951,10.61571125,3.8652,1.3559,1.3325,664.17,6.7192,3126.2,22.794,6.638,0.889205051,69.5142,3.58,111.45,1136.4,0.30435,4.094,34.8042,18.9701,1.485442662,8.5635,0.3845,3.289,52.186,3.8188,3.64,65.3498,3.75,1.3559,14.0942,9.2953,0.9996,,6.7501,3.6725,0.766107408,1,33.785
09-Apr-19,119.1491,1.401345291,10.59322034,3.8557,1.3545,1.3316,663.01,6.7136,3115.22,22.716,6.6197,0.886760663,69.5397,,111.35,1141.4,0.304,4.097,34.7634,18.9229,1.483459427,8.5298,0.3845,,,3.8003,3.64,64.7766,3.75,1.3545,14.0942,9.2501,0.99925,31.868,6.7483,3.6725,0.76405868,1,33.941
10-Apr-19,119.1333,1.399776036,10.55966209,3.8339,1.3536,1.3326,663.15,6.7161,3105.2,22.711,6.6187,0.886603422,69.1482,3.578,111.17,1142.8,0.304,4.0975,34.7166,18.836,1.482799526,8.5021,0.3845,3.293,52.182,3.8023,3.64,64.7373,3.75,1.3536,13.95875,9.2454,1.00055,31.825,6.7237,3.6725,0.764467548,1,33.893
11-Apr-19,119.2124,1.396063102,10.59322034,3.8393,1.3534,1.3378,662.92,6.717,3095.66,22.732,6.6271,0.887784091,68.9742,3.583,111.07,1142.2,0.3039,4.1175,34.7336,18.8432,1.477759716,8.5125,0.3845,3.296,52.009,3.7964,3.64,64.3991,3.75,1.3534,14.0341,9.2435,1.00165,31.781,6.7448,3.6725,0.76347534,1,34.128
12-Apr-19,119.0226,1.402131239,10.54852321,3.8679,1.3567,1.3329,664.19,6.7185,3113.91,22.633,6.5933,0.883314195,69.324,3.578,111.75,1139.2,0.3039,4.12,34.7527,18.7719,1.486325803,8.4816,0.3845,3.291,51.85,3.7899,3.64,64.5171,3.75,1.3567,13.9314,9.2829,1.0007,31.828,6.7544,3.6725,0.764379897,1,34.068
15-Apr-19,119.0331,1.395089286,10.55966209,3.8724,1.3527,1.3354,660.67,6.706,3109.32,22.653,6.5976,0.883938831,69.2293,3.561,111.99,1140.5,0.3039,4.113,34.7327,18.8489,1.47601476,8.4874,0.3845,3.295,51.929,3.7789,3.64,64.2469,3.75,1.3527,13.98275,9.2555,1.00285,,6.746,3.6725,0.762660159,1,34.054
16-Apr-19,119.0859,1.399188471,10.59322034,3.8907,1.3534,1.3361,662.86,6.7071,3136.69,22.701,6.6026,0.884564352,69.577,3.558,111.97,1133.9,0.3039,4.1155,34.6621,18.9516,1.481700993,8.4802,0.3845,3.294,51.679,3.7802,3.64,64.2422,3.75,1.3534,14.05845,9.2662,1.00585,,6.7644,3.6725,0.764117063,1,34.22
