Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     ,Bolivar Soberano   (VES)                     
01-Aug-22,145.4334,,12.56281407,5.16,1.3803,,905.1,6.7522,24.072,7.2762,0.977230529,79.169,3.382,132.5,1298.6,0.3066,4.4515,45.2559,20.2633,1.589193484,9.6392,0.3845,3.885,55.322,4.629,3.64,62.0506,3.75,1.3803,16.5011,10.1659,,36.207,,3.6725,0.81672656,1,40.663,,,,,,,,,,,,,,
02-Aug-22,145.4148,1.437607821,12.5,5.2323,1.3769,1.2856,893.19,6.7607,24.112,7.2801,0.978090767,78.6082,3.367,130.85,1306.4,0.3063,4.4565,45.0871,20.5152,1.580278129,9.7129,0.3845,3.914,55.396,4.5984,3.64,60.1595,3.75,1.3769,16.59285,10.1743,0.95285,36.087,6.7269,3.6725,0.819437047,1,41.013,,,,,,,,,,,,,,
03-Aug-22,145.7423,1.442169022,12.59445844,5.284,1.381,1.2853,897.22,6.7535,24.192,7.3011,0.980969198,78.8427,3.366,133.75,1307.2,0.3066,4.457,45.1102,20.6305,1.603977865,9.6864,0.3845,3.914,55.393,4.6164,3.64,60.2374,3.75,1.381,16.7902,10.2208,0.9586,36.197,6.7554,3.6725,0.82088327,1,40.906,,,,,,,,,,,,,,
04-Aug-22,144.8254,1.436575205,12.64222503,5.2403,1.3809,1.2854,907.82,6.7547,24.226,7.3102,0.982221786,79.5427,3.35,133.62,1310.5,0.30675,4.4543,45.28,20.3358,1.591596371,9.7304,0.3845,3.885,55.674,4.634,3.64,60.258,3.75,1.3809,16.7444,10.1997,0.95945,36.151,6.7587,3.6725,0.821523927,1,40.654,,,,,,,,,,,,,,
05-Aug-22,144.1666,1.435132032,12.56281407,5.2159,1.3758,1.2934,903.91,6.7471,24.025,7.2721,0.977230529,79.1158,3.335,133.01,1309.7,,4.4545,45.3837,20.401,1.588814744,9.7547,,3.896,55.712,4.6024,,60.3696,,1.3758,16.64875,10.1279,0.95535,35.654,6.7644,,0.823655383,1,40.612,,,,,,,,,,,,,,
08-Aug-22,,1.441545337,12.64222503,5.1241,1.3819,1.2857,914.49,6.7576,24.039,7.2953,0.980488283,79.5785,3.327,135.4,1299.3,0.30685,4.461,45.3969,20.2789,1.600384092,9.7465,0.3845,3.911,55.294,4.6127,3.64,60.3164,3.75,1.3819,16.6336,10.1655,0.9575,35.783,6.7662,3.6725,0.826036676,1,40.178,,,,,,,,,,,,,,
09-Aug-22,143.6168,1.433691756,12.59445844,5.1218,,1.288,906.03,6.7554,23.969,7.2706,0.97713504,,3.307,134.86,1304.8,0.30685,4.4558,45.2315,20.2715,1.593371574,9.7093,0.3845,3.927,55.594,4.5919,3.64,60.3814,3.75,,,10.1517,0.9532,35.481,,3.6725,0.825934338,1,40.013,,,,,,,,,,,,,,
10-Aug-22,143.468,1.437607821,12.57861635,5.0491,1.3783,1.2789,900.78,6.7577,23.798,7.2568,0.97541943,79.5033,3.291,135.2,1305.1,0.30675,4.457,45.0364,19.9562,1.590330789,9.6682,0.3845,3.893,55.542,4.6112,3.64,60.4542,3.75,1.3783,16.46515,10.173,0.9489,35.419,6.7502,3.6725,0.826651236,1,40.087,,,,,,,,,,,,,,
11-Aug-22,142.9225,1.413427562,12.40694789,5.1121,1.3716,1.2753,889.38,6.7383,23.548,7.1963,0.967305088,79.4881,3.259,,1309.1,0.3064,4.447,44.802,19.9595,1.563599406,9.4835,0.3845,3.882,55.752,4.5206,3.64,60.6229,3.75,1.3716,16.18575,10.0318,0.9415,35.308,6.7613,3.6725,0.819302773,1,40.19,,,,,,,,,,,,,,
12-Aug-22,142.9109,1.404099972,12.42236025,5.1017,1.3695,1.2783,882.33,6.7347,23.706,7.2333,0.972289742,79.7011,3.241,133.35,1302.5,,4.4405,44.782,19.874,1.555330897,9.5411,,3.859,55.474,4.5459,,60.8993,,1.3695,16.26875,10.0943,0.943,,6.7551,,0.824538259,1,40.126,,,,,,,,,,,,,,
15-Aug-22,142.1134,1.411831145,12.45330012,5.0919,1.3724,1.2908,,6.7677,23.992,7.295,0.980872977,,3.265,133,,0.3065,4.4525,,19.8618,1.55159038,9.6822,0.3845,3.849,55.532,,3.64,61.3747,3.75,1.3724,16.26875,10.2472,0.9453,35.447,6.7424,3.6725,0.827095654,1,40.09,,,,,,,,,,,,,,
16-Aug-22,142.2473,1.420858198,12.53132832,5.1334,1.3781,1.2867,882.72,6.7898,24.224,7.3406,0.987069391,,3.273,133.17,1303.1,0.30675,4.4638,45.0378,19.9303,1.572697963,9.7155,0.3845,3.858,55.843,4.6282,3.64,61.4247,3.75,1.3781,16.44835,10.386,0.95065,35.412,6.726,3.6725,0.831808351,1,40.139,,,,,,,,,,,,,,
17-Aug-22,141.9764,1.423690205,12.53132832,5.1779,1.3795,1.2912,882.2,6.777,24.167,7.3177,0.98386462,79.4335,3.259,134.31,1309.6,0.30675,4.4655,45.1275,20.0387,1.574307305,9.684,0.3845,3.838,55.966,4.6119,3.64,60.7552,3.75,1.3795,16.6318,10.3712,0.9517,35.414,6.736,3.6725,0.826309701,1,40.373,,,,,,,,,,,,,,
18-Aug-22,141.3607,1.443626389,12.64222503,5.1767,1.3836,1.2928,895.76,6.7932,24.18,7.3088,0.982511299,79.6667,3.243,134.88,1309.8,0.3069,4.472,45.2999,20.0835,1.594133588,9.6564,0.3845,3.838,55.826,4.6468,3.64,59.957,3.75,1.3836,16.69665,10.4333,0.95325,35.59,6.7404,3.6725,0.829600133,1,40.51,,,,,,,,,,,,,,
19-Aug-22,141.1624,1.446340758,12.7388535,5.1955,1.3869,1.2991,918.2,6.8119,24.495,7.3974,0.994629003,79.7528,3.256,136.28,1317.3,,4.4778,45.622,20.1957,1.60475006,9.7889,,3.85,55.856,4.7061,,59.1321,,1.3869,17.00635,10.5231,0.9566,35.724,6.7511,,0.844273714,1,40.489,,,,,,,,,,,,,,
22-Aug-22,141.0594,1.450957632,12.78772379,5.1703,1.3927,1.3035,945.35,6.8362,24.649,7.4363,0.99990001,79.8703,3.282,137.2,1326.7,0.3074,4.482,45.5639,20.1598,1.617076326,9.7709,0.3845,3.869,55.979,4.7427,3.64,59.7419,3.75,1.3927,17.0733,10.6251,0.9587,35.938,6.7687,3.6725,0.847170451,1,40.431,,,,,,,,,,,,,,
