Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
05-Jan-15,88.0422,1.240540876,0.376,6.2842,9.633911368,2.6929,1.3352,1.1787,612.47,6.1248,2383.37,23.225,6.2451,0.839278221,266.97,129.18,63.3888,12589,27233,3.963,120.29,182.85,1102.6,0.2936,1.9324,3.5398,31.7603,14.9469,99.23533333,1.302592158,7.6437,0.3845,100.911,2.989,44.74,3.5975,3.64,65.80275714,3.75,1.3352,11.7428,131.59072,7.9302,1.0094,33.019,6.3622,1.8711,3.6725,0.655565753,1,24.146
06-Jan-15,87.9724,1.23061777,0.376,6.2842,9.624639076,2.7107,1.3347,1.1804,616.76,6.1256,2412.82,23.249,6.2459,0.839348665,268.16,129.52,63.385,12658,27232,3.971,119.3,183.05,1108.7,0.2936,1.9324,3.555,31.8672,14.8479,99.23533333,1.30055924,7.7048,0.3845,100.9326,2.981,44.971,3.689294444,3.64,65.80275714,3.75,1.3347,11.74515,131.02,8.125288889,1.0101,32.942,6.3515,1.8831,3.6725,0.658197854,1,24.45738889
07-Jan-15,88.1491,1.238543473,0.376,6.2842,9.615384615,2.7023,1.3353,1.1851,616.09,6.1269,2452.11,23.505,6.2903,0.845237089,269.68,130.01,63.4495,12732,27263,3.96,118.95,183.05,1103.9,0.2937,1.9324,3.572,31.9364,14.7936,101.72,1.288659794,7.7339,0.3845,100.8238,2.984,44.98,3.6375,3.64,65.80275714,3.75,1.3353,11.6864,131.015,7.9333,1.016,32.896,6.3469,1.8836,3.6725,0.661331922,1,24.186
08-Jan-15,88.3258,1.233349778,0.376,6.2842,9.596928983,2.6807,1.3375,1.1812,614.76,6.1302,2434.31,23.68,6.3221,0.849762067,269.54,130.67,62.967,12731,27294,3.974,119.43,183.05,1099.7,0.29395,1.9324,3.568,32.0247,14.6274,101.08,1.285016705,7.6717,0.3845,100.7977,2.986,45.032,3.6482,3.64,65.80275714,3.75,1.3375,11.6408,131.25,7.9616,1.0205,32.896,6.3586,1.8907,3.6725,0.663922454,1,24.343
09-Jan-15,87.9384,1.228803146,0.376,6.2842,9.560229446,2.6919,1.3366,1.1857,613.08,6.1296,2405.03,23.752,6.2976,0.846525015,268.91,130.25,62.3953,12640,27371.66667,3.958,119.85,183.05,1098.5,0.29395,1.9324,3.555,32.0652,14.5804,100.28,1.278772379,7.6699,0.3845,100.8185,2.982,45.064,3.6252,3.64,65.80275714,3.75,1.3366,11.57545,131.25,8.0367,1.0166,32.87,6.3656,1.89659,3.6725,0.660066007,1,24.44
12-Jan-15,87.7955,1.213003396,0.376,6.2842,9.541984733,2.6583,1.3318,1.193,614.03,6.1233,2398.743333,23.965,6.3022,0.847170451,269.15,130.41,62.1605,12568,27292,3.956,118.3077778,183.05,1092.2,0.29385,1.9324,3.5505,32.1051,14.6398,99.73,1.274047649,7.7325,0.3845,100.7911,2.987,44.946,3.6218,3.64,62.7363,3.75,1.3318,11.50845,131.245,8.0682,1.0175,32.853,6.3642,1.89123,3.6725,0.660501982,1,24.545
13-Jan-15,87.8428,1.223690651,0.376,6.2842,9.532888465,2.6575,1.3337,1.1948,616.52,6.1195,2406.71,24.112,6.3145,0.848752334,269.11,130.38,62.1021,12608,27314,3.945,117.95,183.55,1083,0.29385,1.9324,3.5755,32.103,14.5559,99.46,1.284686536,7.7364,0.3845,100.6339,2.983,44.864,3.6252,3.64,64.8425,3.75,1.3337,11.50435,131.22,8.0377,1.0185,32.855,6.3736,1.89494,3.6725,0.66041474,1,24.693
14-Jan-15,87.6431,1.234720336,0.376,6.2842,9.541984733,2.6485,1.336,1.1958,617.53,6.1205,2442.03,23.975,6.3173,0.8492569,272.35,130.5,62.153,12580,27348,3.939,117.5,183.55,1081.5,0.29395,1.9324,3.594,32.1284,14.5644,99.43,1.292323598,7.6909,0.3845,100.6436,2.991,44.832,3.6525,3.64,66.0983,3.75,1.336,11.5175,131.59072,8.0808,1.0221,32.796,6.3781,1.89735,3.6725,0.65824118,1,24.8
15-Jan-15,87.9627,1.218917601,0.376,6.2842,9.505703422,2.6222,1.334,1.1932,625.38,6.1193,2438.79,23.783,6.35,0.854116843,274.86,131.36,61.7588,12617,27347,3.899,117.7,183.8,1079.9,0.29395,1.9324,3.5715,32.1526,14.5821,99.23533333,1.295001295,7.6136,0.3845,100.7758,2.994,44.60441176,3.6588,3.64,64.8337,3.75,1.334,11.4583,131.59072,8.0782,0.8756,32.75,6.3786,1.909455,3.6725,0.656383328,1,24.8
16-Jan-15,88.3238,1.213886866,0.376,6.2842,9.578544061,2.6122,1.3246,1.1986,623.67,6.1188,2398.91,23.977,6.4158,0.862961685,276.27,131.77,61.8933,12593,27371.66667,3.914,116.41,183.8,1084.1,0.29395,1.9324,3.57,32.2438,14.6223,99.23533333,1.280409731,7.5928,0.3845,100.8052,3.007,44.60441176,3.7174,3.64,65.1738,3.75,1.3246,11.5582,131.0889,8.1053,0.8753,32.668,6.3375,1.90636,3.6725,0.657764915,1,24.697
