Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
01-Feb-12,,0.942507069,0.376,4.2893,7.256894049,1.7391,1.2567,0.9971,488.75,6.3103,1805.98,19.09,5.6423,0.759013283,223.31,123.2,49.53,9022,12260,3.737,76.2,148.56,1125.8,0.2776,1.9324,3.0455,,12.89,79,1.211533802,5.8095,0.3845,90.4484,2.688,42.919,3.1913,3.64,30.4067,3.75,1.2567,7.7355,113.8997,6.7934,0.9178,31.031,6.3814,1.5014,3.6725,0.633633253,1,19.549
02-Feb-12,,0.933271115,0.376,4.2893,7.256894049,1.7376,1.2465,,487.73,6.3075,1767.68,19.202,5.677,0.763708569,222.64,123.04,49.13,8892,,3.727,76.14,148.7,1126.4,,1.9324,3.0205,29.0411,,79.09,1.199616123,5.8408,0.3845,90.3732,2.69,42.9,3.1955,3.64,30.1855,3.75,1.2465,7.70745,113.8984,6.7317,0.9176,30.908,6.3848,1.5064,3.6725,0.631711939,1,19.491
03-Feb-12,74.9458,0.936154278,0.376,4.2893,7.204610951,1.7326,1.2484,0.9945,483.7,6.3102,,19.045,5.6484,0.759878419,221.21,122.72,48.96,8995,,3.717,76.19,148.61,1118.5,,1.9324,3.0225,29.04,12.712,78.46,1.200192031,5.8085,0.3845,90.4427,,42.713,3.1848,3.64,30.2385,3.75,1.2484,7.61635,113.8996,6.7317,0.9156,30.942,6.3984,1.5061,3.6725,0.631951466,1,
06-Feb-12,,0.93300989,0.376,4.2893,7.215007215,1.7223,1.2447,0.9954,478.64,6.3108,1784.77,19.152,5.7002,0.766753565,224.68,123.79,48.68,8988,12260,3.719,76.75,148.72,1118.9,0.2776,1.9324,,29.075,,77.9,,5.8216,0.3845,90.5143,,42.731,3.2084,3.64,30.2324,3.75,1.2447,7.6386,114.0592,6.7258,0.9248,30.923,6.4002,1.5047,3.6725,0.634276291,1,
07-Feb-12,74.935,0.927815921,0.376,4.2893,7.18907261,1.7249,1.2481,0.9948,481.09,6.3116,1787.96,19.07,5.6689,0.762601998,221.82,123.07,48.92,8998,12260,3.732,76.71,148.66,1119.9,0.2776,1.9324,,,12.6472,78.45,1.199040767,5.8129,0.3845,90.6905,2.687,,3.1806,3.64,30.0871,3.75,1.2481,7.59225,,6.7168,0.9201,30.94,6.3841,1.5102,3.6725,0.632311097,1,19.448
08-Feb-12,74.8024,0.926612305,0.376,4.2893,7.153075823,1.7261,1.2435,0.997,479.98,6.3027,1783.34,18.683,5.5995,0.753352418,218.21,122.09,49.07,8988,12260,3.7,76.95,148.63,1121.5,0.27705,1.9324,3.004,29.0572,12.6833,78.34,1.196458483,5.7473,0.3845,90.7132,,42.541,3.1461,3.64,29.693,3.75,1.2435,7.5516,114.2906,6.6602,0.9121,30.788,6.3944,1.5045,3.6725,0.629802242,1,
09-Feb-12,74.7307,0.925925926,0.376,4.2893,7.204610951,1.7195,1.2447,0.9941,477.13,6.3009,1778.9,18.806,5.593,0.7525587,219.26,122.09,49.29,8910,12260,3.721,77.16,148.59,1116.7,0.27715,1.9324,3.007,29.0048,12.72,78.59,1.197318008,5.742,0.3845,90.7442,,42.284,3.1487,3.64,29.6795,3.75,1.2447,7.6413,114.3,6.6415,0.9134,30.744,6.4016,1.4963,3.6725,0.631672036,1,
10-Feb-12,74.8382,0.933445347,0.376,4.2893,7.26744186,1.7225,1.2553,1.0016,475.29,6.2937,1774.96,19.143,5.6352,0.758207597,220.5,122.19,49.64,8993,,3.713,77.64,148.49,,0.27715,1.9324,3.0325,28.9635,12.7857,78.95,1.199616123,5.776,0.3845,90.7134,2.684,42.193,3.1703,3.64,29.8923,3.75,1.2553,7.71825,,6.6499,0.9131,30.819,6.4123,1.4954,3.6725,0.631871604,1,19.466
13-Feb-12,74.8382,0.931098696,0.376,4.2893,7.23065799,1.726,1.2547,0.9996,478.39,6.2939,1785.59,18.896,5.608,0.754489211,219.64,122.08,49.32,9023,12260,3.717,77.63,148.37,1121.2,0.27725,1.9324,3.0255,28.9526,12.7392,79.05,1.207000604,5.7122,0.3845,90.8414,2.684,42.347,3.1643,3.64,29.8873,3.75,1.2547,7.666,114.9382,6.634,0.9119,30.834,6.4035,1.5017,3.6725,0.633031588,1,19.474
14-Feb-12,75.0138,0.936504963,0.376,4.2893,7.272727273,1.7169,1.2636,0.9991,478.2,6.2947,1778.12,19.052,5.6445,0.759359101,220.8,122.53,49.33,9037,12260,3.736,77.9,148.37,1123.2,0.27765,1.9324,3.045,28.9693,12.7753,78.69,1.199040767,5.7218,0.3845,90.8774,2.684,42.461,3.1801,3.64,30.0868,3.75,1.2636,7.71105,116.1085,6.6796,0.9151,30.848,6.395,1.498,3.6725,0.635122261,1,19.502
