Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
01-May-19,119.3336,1.417635384,,,,1.3416,,,,,,,,3.586,,,0.30395,,,,1.503307276,,0.3845,,,,3.64,,3.75,,,,,,6.7384,3.6725,0.765374459,1,
02-May-19,119.439,1.424501425,10.74113856,3.9644,1.3608,1.3462,678.71,,3233.97,22.875,6.6585,0.891901534,69.5419,3.598,,1163.8,0.30395,4.1365,34.8901,19.1014,1.506931887,8.6916,0.3845,3.313,52.098,3.8177,3.64,,3.75,1.3608,14.4786,9.5418,1.01925,31.982,6.7439,3.6725,0.765843385,1,35.101
03-May-19,,1.428979708,10.78748652,3.9382,1.3627,1.3429,683.31,,3262.17,23.055,6.6927,0.896458987,69.2679,3.601,,1163.9,0.30395,4.1415,34.8752,19.0012,1.511258879,8.7658,0.3845,3.3,51.82,,3.64,,3.75,1.3627,14.50975,9.5839,1.02035,32.036,,3.6725,0.769289945,1,34.94
06-May-19,119.4864,1.43081986,10.75268817,3.9618,1.3643,1.3456,678.68,6.7692,3240.44,22.962,,0.892936869,69.3558,3.591,,,0.30395,4.1485,34.8622,18.9781,1.512401694,8.7423,0.3845,3.306,51.93,3.8313,3.64,65.335,3.75,1.3643,14.5087,9.5771,1.01875,,6.7599,3.6725,,1,35.036
07-May-19,,1.421666193,10.74113856,3.9874,1.3633,1.3476,681.09,6.764,3254.03,23.005,,0.894054537,69.3095,3.585,110.72,1169.4,0.30385,4.1475,34.8565,19.0499,1.512630464,8.7264,0.3845,3.312,52.006,3.8278,3.64,65.2166,3.75,1.3633,14.43355,9.5573,1.01935,31.906,6.7547,3.6725,0.764029492,1,34.986
08-May-19,119.4496,1.423892923,10.71811361,3.9338,1.361,1.3466,683.49,6.77,3288.81,,6.6646,0.892697733,69.6009,3.584,110.01,1169.8,0.30385,4.1465,34.8218,19.0837,1.527183873,8.7739,0.3845,3.313,51.896,3.8325,3.64,65.2287,3.75,1.361,,9.5737,1.0171,31.815,6.7523,3.6725,0.768226166,1,35.047
09-May-19,119.4654,1.433486239,10.71811361,3.9667,1.363,1.3483,684.51,6.8127,3290.12,22.983,6.6702,0.893415528,69.8685,,109.95,1169.9,0.30385,4.152,,19.2623,1.5211439,8.7615,0.3845,3.321,52.024,3.841,3.64,,3.75,1.363,14.3312,9.6282,1.01915,31.815,6.7601,3.6725,0.770178681,1,35.129
10-May-19,,1.429592566,10.69518717,3.9572,1.3629,1.3418,686.43,6.8089,3293.62,22.915,6.6481,0.89047195,69.9212,3.567,109.85,1175.8,0.30385,4.1555,34.7806,19.1374,1.512172993,8.7438,0.3845,3.314,52.248,3.8242,3.64,,3.75,1.3629,14.2229,9.6366,1.01335,31.65,6.774,3.6725,0.767931193,1,35.145
13-May-19,119.2862,1.433486239,10.67235859,3.9884,1.366,1.3457,685.67,6.8673,3274.3,22.918,6.6401,0.889284126,70.2576,3.568,109.75,1178.1,0.30375,4.1625,34.763,19.1928,1.518833536,8.7281,0.3845,3.329,,3.8321,3.64,65.4703,3.75,1.366,14.3089,9.66,1.00795,31.675,6.7714,3.6725,0.767783792,1,35.23
14-May-19,,1.437814522,10.70663812,3.9782,1.3682,1.3469,693.04,6.8856,3299.01,22.942,6.6534,0.890789239,70.4208,3.577,109.58,1183.1,0.30375,4.1705,34.765,19.1427,1.518833536,8.7288,0.3845,3.321,52.174,3.8323,3.64,65.3001,3.75,1.3682,14.2531,9.6049,1.00795,31.523,6.755,3.6725,0.772051727,1,35.21
