Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Bolivar Soberano   (VES)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
01-Nov-18,,1.402524544,0.376,,64.57815,10.78748652,3.6968,1.3824,1.3088,,6.9533,,22.712,6.5482,0.877731941,,121.23,73.8295,15195,42000,3.706,112.89,370.44,1139.2,0.30385,1.9324,4.1845,34.4772,20.1329,118.33,1.529051988,8.3516,0.3845,132.5303,,,,3.64,65.6517,3.75,1.3824,14.56105,175.3557,9.0667,1.003,33.033,6.7431,2.8822,3.6725,0.774263482,1,32.808
02-Nov-18,118.3533,1.38064338,0.376,,64.57815,10.69518717,,1.3765,1.3105,,6.8965,3193.8,22.581,6.5344,0.875886835,,120.67,72.8798,15089,,3.691,113.05,371.31,1138.8,0.30385,1.9324,4.1725,,,117.53,1.501050736,8.3335,0.3845,132.5518,,,3.7804,3.64,65.5799,3.75,1.3765,14.35015,174.4937,9.0013,0.99715,32.914,6.7434,2.87582,3.6725,0.76799017,1,
05-Nov-18,118.4935,1.391014049,0.376,,,10.71811361,3.7042,1.3763,1.3096,698.56,6.9275,,22.73,6.5608,0.879507476,283.36,120.99,73.074,14972,42000,3.7,113.2,371.88,1125.5,0.30375,1.9324,4.1695,,19.9636,115.9,1.502403846,8.3764,0.3845,132.5428,3.359,53.527,3.7907,3.64,,3.75,1.3763,14.3689,174.342,9.0628,1.0063,32.926,6.7395,2.87843,3.6725,0.769023724,1,32.758
06-Nov-18,118.3461,1.386385692,0.376,,64.727775,10.64962726,3.7486,,1.313,682.78,6.9239,3177.57,22.606,6.5272,0.875043752,282.4,120.96,,14891,42000,3.691,113.28,370.85,1122.7,0.30375,1.9324,,34.4312,19.8609,117,1.500825454,8.3521,0.3845,132.5911,3.368,53.269,3.7802,3.64,65.9912,3.75,,14.21115,,9.0566,1.00415,32.971,6.7156,2.8868,3.6725,0.765228038,1,32.756
07-Nov-18,118.125,1.376651982,0.376,,64.727775,10.54852321,3.7586,1.372,1.3096,680.03,6.9298,3154.55,22.531,6.4941,0.870549317,279.92,120.2,,14764,,3.668,113.6,371.19,1122.5,0.3035,1.9324,4.1715,,19.8245,,1.479946722,8.2988,0.3845,132.6143,,53.147,3.7398,3.64,66.0918,3.75,1.372,,174.5314,9.0038,0.99595,32.91,,2.8833,3.6725,0.759878419,1,32.731
08-Nov-18,118.4145,1.374759417,0.376,,64.93725,10.58201058,3.7385,1.3719,1.3114,676.13,6.9283,3140.25,22.653,6.5298,0.87535014,281.45,120.91,,14651,,3.673,113.62,371.08,1120.9,0.3036,1.9324,4.167,34.3666,20.0438,116.8,1.475361464,8.3227,0.3845,133.2312,,52.992,3.7599,3.64,66.2155,3.75,1.3719,13.98005,174.8183,8.9782,1.00315,32.852,6.7337,2.87972,3.6725,0.763125763,1,32.642
09-Nov-18,118.6252,1.380452789,0.376,,64.93725,10.69518717,3.75,1.3771,1.3206,675.94,6.9465,3176.89,22.857,6.5745,0.881367883,283.49,121.94,72.7347,14632,,3.683,113.9,372.65,1118.4,,1.9324,4.1785,34.3651,20.3614,116.8,1.4803849,8.4098,0.3845,133.8983,3.369,52.635,3.7838,3.64,66.8497,3.75,1.3771,14.2896,175.1377,9.0652,1.0059,33.031,6.7445,2.8893,3.6725,0.767695378,1,32.546
12-Nov-18,118.8765,1.383891503,0.376,,65.05695,10.75268817,3.7472,1.3789,,681.41,6.9636,3176.89,23.029,6.622,0.887705282,285.88,123.01,72.9078,14747,42000,3.676,114.09,374.47,1125.7,0.3039,1.9324,4.1845,34.3915,20.3179,115.99,1.483679525,8.4668,0.3845,133.9203,3.366,52.923,3.8163,3.64,67.5238,3.75,1.3789,14.3666,175.2614,9.1405,1.0096,33.112,6.764,2.90691,3.6725,0.777091347,1,32.587
13-Nov-18,118.8532,1.386577926,0.376,,65.266425,10.76426265,3.7786,1.3818,1.3241,685.46,6.952,3176.89,23.032,6.6258,0.888020602,287.23,123.4,72.5853,14895,42000,3.689,113.7,374.2,1132,0.3042,1.9324,4.195,34.466,20.5158,116.63,1.488538255,8.4862,0.3845,133.9529,3.374,53.203,3.8268,3.64,67.6812,3.75,1.3818,14.4212,175.5942,9.1196,1.0096,33.002,6.7673,2.9223,3.6725,0.773933906,1,32.638
14-Nov-18,118.3865,1.385617293,0.376,,65.266425,10.74113856,3.7918,1.3792,1.3235,687,6.9498,3197.2,23.013,6.606,0.885269122,286.52,124.87,72.1039,14755,42000,3.698,113.92,375.9,1135.7,,1.9324,4.1925,34.4977,20.3979,116.27,1.477759716,8.4977,0.3845,133.9857,3.375,53.194,3.8114,3.64,67.9975,3.75,1.3792,14.37245,176.0527,9.1034,1.0098,32.919,6.7742,2.92229,3.6725,0.773126136,1,32.733
