Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Bolivar Soberano   (VES)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
15-Nov-18,118.4637,1.373815084,0.376,,67.041975,10.70663812,3.7918,1.3766,1.3202,687,6.9377,3194.7,22.992,6.6008,0.884564352,285.89,124.34,72.16,14764,42000,3.695,113.61,369.01,1132.4,,1.9324,4.189,34.5407,20.3371,115.7,1.469723692,8.4943,0.3845,133.963,3.38,53.047,3.8074,3.64,66.6159,3.75,1.3766,14.25035,176.2254,9.0438,1.0055,32.898,6.7611,2.916,3.6725,0.780426894,1,32.635
16-Nov-18,118.3797,1.375705049,0.376,,67.041975,10.68376068,3.7519,1.3756,1.3154,678.49,6.9503,3198.29,22.903,6.5766,0.881367883,283.62,123.94,71.8023,14594,42000,3.717,113.4,367.06,1130.3,,1.9324,4.192,34.5348,20.155,115.18,1.463700234,8.4715,0.3845,133.9838,3.373,52.914,3.7876,3.64,65.9931,3.75,1.3756,14.23,176.4816,9.0421,1.0076,32.999,6.7503,2.918,3.6725,0.780335544,1,32.458
19-Nov-18,118.0557,1.368363437,0.376,,69.84495,10.59322034,3.7547,1.3739,1.3182,672.41,6.9393,3173.59,22.761,6.5306,0.875120329,281.33,123.14,71.9007,14586,42000,3.708,112.77,367.3,1128.7,0.30365,1.9324,4.191,34.4896,,115.08,1.456452083,8.4443,,133.9884,3.373,52.68,3.784,3.64,66.0081,3.75,1.3739,13.9932,176.5966,8.9994,0.996,32.945,6.7485,2.9051,3.6725,0.780548726,1,32.484
20-Nov-18,118.345,1.374759417,,,72.608025,10.61571125,3.7574,1.371,1.3259,670.05,6.9424,3178.81,22.794,6.5342,0.875580072,281.53,123.15,71.3276,,42000,3.716,112.5,364.95,1127.4,0.30355,1.9324,,34.3916,20.4123,114.63,1.461347362,8.5049,0.3845,133.9681,3.379,52.6,3.79,3.64,65.5871,3.75,1.371,14.0747,,8.9966,0.9927,32.958,6.7522,2.903,,0.778391842,1,32.5
21-Nov-18,118.4765,1.382170007,0.376,,72.608025,10.58201058,3.7866,1.3757,1.327,671.35,6.9425,3189.51,22.788,6.5402,0.876501008,282.46,123.95,,14618,42000,3.743,112.89,368.28,1127.5,0.3038,1.9324,4.1995,34.3671,20.2023,114.33,1.473187979,8.5275,0.3845,133.9681,,52.533,3.7829,3.64,65.9485,3.75,1.3757,13.9576,177.1682,9.0686,0.99395,32.994,6.7484,,3.6725,0.780822987,1,32.496
26-Nov-18,118.6239,1.379310345,0.376,,82.05435,10.54852321,3.8649,1.3743,1.323,673.31,6.938,3223.95,22.808,6.5662,0.880049283,283.4,123.56,70.7144,14551,42000,3.729,113.25,371.03,1130.5,0.3039,1.9324,4.1925,34.338,20.5304,113.08,1.477104874,8.562,0.3845,134.0253,3.377,52.391,3.7701,3.64,66.5072,3.75,1.3743,13.82275,179.4631,9.0394,0.99655,33.044,6.7748,,3.6725,0.77778642,1,32.496
27-Nov-18,118.7607,1.383508578,0.376,,82.05435,10.54852321,3.8919,1.3757,1.3289,675.89,6.9504,3240.65,22.874,6.587,0.882768362,286.52,124.64,70.9065,14504,42000,3.728,113.5,372.83,1129.9,0.3039,1.9324,4.1935,34.3405,20.4977,113.4,1.477541371,8.5915,0.3845,134.0427,3.38,52.394,3.7948,3.64,66.78,3.75,1.3757,13.8094,180.1114,9.1078,0.99935,33.018,6.7626,2.926,3.6725,0.78462142,1,32.523
28-Nov-18,118.8426,1.382552191,0.376,,82.05435,10.60445387,3.8625,1.3781,1.3302,675.97,6.9564,3250.56,22.977,6.6125,0.886210564,287.49,125.43,70.6881,14535,42000,3.733,113.8,372.73,1129.7,0.3041,1.9324,4.195,34.3815,20.4108,113.23,1.47275405,8.6038,0.3845,134.0112,3.375,52.523,3.8114,3.64,66.9436,3.75,1.3781,13.9622,180.3916,9.115,0.9991,33.037,6.7768,2.9351,3.6725,0.78125,1,32.367
29-Nov-18,118.4851,1.367240908,0.376,,85.655325,10.48218029,3.8562,1.3715,1.3275,672.36,6.9443,3274.47,22.802,6.5533,0.878194432,284.24,125.3,69.9159,14408,42000,3.71,113.27,371.28,1128.9,0.30375,1.9324,4.19,34.3599,20.2217,113,1.461347362,8.5464,0.3845,134.0016,,52.608,3.7728,3.64,66.6342,3.75,1.3715,13.64795,180.0474,9.0283,0.9956,32.905,6.7742,2.94169,3.6725,0.783269366,1,32.055
30-Nov-18,118.5272,1.366867141,0.376,,151.2609,10.51524711,3.8627,1.3705,1.3301,669.43,6.9433,3240.02,22.848,6.5694,0.880359187,284.54,122.65,69.6574,14339,,3.701,113.43,371.56,1121.8,0.30375,1.9324,4.188,34.339,20.3455,111.75,1.457301078,8.5747,0.3845,140.2686,3.378,,3.7731,3.64,66.5335,3.75,1.3705,13.76245,179.6722,9.0888,0.99805,32.908,6.7639,2.93184,3.6725,0.784006272,1,32.181
