Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
01-Mar-17,110.4748,1.306165099,0.376,9.975,10.42752868,3.0987,1.4072,1.3338,648.88,6.8792,2919.17,25.654,7.0572,0.949397133,291.92,106.5,66.8482,13361,32407,3.632,113,313.79,,0.3055,1.9324,4.4475,35.5722,19.9007,106.8,1.397819402,8.4134,0.3845,104.8431,3.262,50.255,4.0756,3.64,58.3776,3.75,1.4072,13.0565,151.25,9.0602,1.0102,34.991,6.7281,2.29892,3.6725,0.812017864,1,28.477
02-Mar-17,110.5799,1.306335728,0.376,9.975,10.43841336,3.097,1.411,1.3387,,6.8823,,25.695,7.0702,0.951112802,292.78,107.73,66.7433,13361,,3.688,114,315,1132.3,0.3057,1.9324,4.45,35.5661,19.9373,106.94,1.40016802,8.4487,0.3845,104.8452,3.271,50.291,4.0765,3.64,58.4067,3.75,1.411,13.0989,151.2476,9.0413,1.0116,34.995,6.7318,2.3066,3.6725,0.814265939,1,28.316
03-Mar-17,110.4318,1.322401481,0.376,9.975,10.44932079,3.1132,1.4135,1.3405,,6.903,2960.91,25.574,7.0362,0.946521533,294.63,107.24,66.8354,13375,,3.693,114.25,317.46,1142,0.3057,1.9324,4.4555,35.58,19.6147,106.8,1.416831964,8.4527,0.3845,104.8459,3.283,50.307,4.0955,3.64,58.9099,3.75,1.4135,13.11965,151.25,9.0757,1.0122,35.05,6.7296,2.31348,3.6725,0.81799591,1,28.271
06-Mar-17,110.2453,1.320480655,0.376,9.975,10.3950104,3.1358,1.4118,1.3404,655.57,6.8967,2977.43,25.506,7.0182,0.944108761,292.05,106.75,66.7559,13364,32409,3.679,113.8,316.26,1152.7,0.30545,1.9324,4.452,35.5428,19.5538,106.9,1.423487544,8.4661,0.3845,104.8538,3.288,50.373,4.0663,3.64,58.337,3.75,1.4118,13.00465,151.25,8.9826,1.0096,35.032,6.7439,2.31046,3.6725,0.815727221,1,28.225
07-Mar-17,110.3361,1.312335958,0.376,9.975,10.3950104,3.1105,1.4102,1.3417,658.71,6.8995,2966.67,25.547,7.0291,0.945537065,293.04,108.22,66.6347,13350,32412,3.677,114,315.16,1156.1,0.3056,1.9324,4.452,35.4878,19.521,106.76,1.431434297,8.4572,0.3845,104.8538,3.291,50.379,4.0803,3.64,58.263,3.75,1.4102,12.95605,151.2371,9.0021,1.0144,35.074,6.7423,2.30073,3.6725,0.820512821,1,28.283
08-Mar-17,110.3552,1.317523057,0.376,9.975,10.43841336,3.1179,1.4099,1.3475,660.02,6.9041,2972.44,25.631,7.042,0.947328534,293.69,108.94,66.6362,13340,32416,3.684,113.67,,1151.2,0.3056,1.9324,4.449,35.4854,19.6007,106.7,1.435956347,8.4798,0.3845,104.856,3.291,50.319,4.0818,3.64,,3.75,1.4099,13.046,151.2534,9.0217,1.0128,35.177,6.7535,2.30804,3.6725,0.823113013,1,28.454
09-Mar-17,110.1544,1.330849082,0.376,9.975,10.49317943,3.1471,1.4194,1.3513,661.65,6.9134,2987.88,25.613,7.0455,0.947777462,294.08,108.96,66.7707,13373,32420,3.688,114.44,316.81,1146.6,0.30585,1.9324,4.4595,35.51,19.7974,106.74,1.447806573,8.5734,0.3845,104.854,3.294,50.291,4.0864,3.64,58.8318,3.75,1.4194,13.2514,151.35,9.0501,1.0143,35.334,6.7541,2.31009,3.6725,0.822909809,1,28.504
10-Mar-17,110.1879,1.329433661,0.376,9.975,10.50420168,3.1729,1.4201,1.3464,664.84,6.9169,3004.43,25.482,7.0084,0.942862531,293.88,108.43,66.688,13393,,3.678,115.2,317.97,1156.1,0.30585,1.9324,4.4575,35.5258,19.6279,106.83,1.449695564,8.6182,0.3845,104.8552,,50.377,4.0761,3.64,59.2174,3.75,1.4201,13.304,151.35,9.0299,1.0126,35.373,6.7595,2.31236,3.6725,0.823519723,1,
13-Mar-17,109.9392,,0.376,9.975,10.43841336,3.1617,1.411,1.3447,663.4,6.9062,2980.83,25.339,6.9718,0.937822376,292.88,111.01,,13364,32417,,114.85,318.07,1158.2,0.3054,1.9324,4.4465,35.4889,19.5803,106.57,1.445504481,8.5621,0.3845,104.8583,,50.349,4.0747,3.64,59.1327,3.75,1.411,13.11645,151.35,8.9768,1.0082,35.297,6.7407,2.296,3.6725,0.81799591,1,28.358
14-Mar-17,,,,,,,,,,6.9194,,,,0.940645283,,,,,,,114.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.824538259,1,
15-Mar-17,110.14,1.320306311,0.376,9.975,10.41666667,3.1633,1.4142,1.3428,669.07,6.911,2997.73,25.434,6.9986,0.94144229,,109.68,65.5146,13375,32424,3.658,114.8,319.02,1147.3,0.3056,1.9324,4.451,35.4507,19.4493,105.88,1.443418014,8.6004,0.3845,104.849,3.266,50.357,4.0646,3.64,59.1128,3.75,1.4142,13.05935,151.35,8.968,1.0089,35.27,6.7361,2.29333,3.6725,0.820243612,1,28.36
16-Mar-17,109.595,1.302422506,0.376,9.975,10.25641026,3.1623,1.4058,1.3319,669.52,6.8935,2972.61,25.195,6.9311,0.932314003,289.41,109.97,65.3836,13336,32422,3.631,113.4,317.63,1146.3,0.3051,1.9324,4.438,35.4677,19.173,105.04,1.422677479,8.5389,0.3845,104.8567,3.247,50.318,4.03,3.64,58.2437,3.75,1.4058,12.7474,151.3469,8.8707,0.9977,35.068,6.7399,2.30409,3.6725,0.813338756,1,28.234
17-Mar-17,109.5663,1.30055924,0.376,9.975,10.27749229,3.1074,1.4034,1.3337,661.2,6.9073,2923.96,25.154,6.924,0.931358853,287.29,108.6,65.5411,13342,,3.63,113.45,315.05,1131.7,0.3051,1.9324,4.442,35.3985,19.117,104.72,1.43081986,8.4775,0.3845,104.8536,3.247,50.191,3.9917,3.64,57.9344,3.75,1.4034,12.76605,151.308,8.8112,0.9971,34.96,6.7387,2.29116,3.6725,0.809094219,1,28.281
20-Mar-17,109.509,1.294665976,0.376,9.975,10.25641026,3.1069,1.3985,1.3358,661.15,6.905,,25.129,6.9146,0.930059524,287.08,108.34,65.3827,13329,32420,3.619,,315.55,1131.4,0.3049,1.9324,4.4325,35.3774,,104.74,1.422677479,8.4894,0.3845,104.8547,3.247,50.154,3.9821,3.64,57.2847,3.75,1.3985,12.70565,151.3138,8.8175,0.9977,34.708,6.7551,,3.6725,0.80749354,1,28.215
21-Mar-17,109.3202,1.297353399,0.376,9.975,10.20408163,3.0892,1.3987,1.3317,662.35,6.8982,2912.53,25.009,6.8833,0.92575449,285.97,109.45,65.3117,13308,,3.614,112.7,,1124.5,0.3049,1.9324,4.429,35.3416,19.107,104.64,1.417434444,8.4478,0.3845,104.8604,3.243,50.145,3.9502,3.64,57.2323,3.75,1.3987,,151.3939,8.7887,0.9955,34.744,6.7544,,3.6725,0.802439416,1,28.317
