Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
2016-04-01,108.1956,1.30701869,0.376,9.975,10.90512541,3.5583,1.3512,1.3047,669.8,6.4644,3000.63,23.64,6.5171,0.874737579,275.03,122.94,,13200.0,,3.786,112.2,342.49,1144.5,0.30185,1.9324,3.901,35.24,17.3338,105.99,1.442793248,8.2576,0.3845,104.755,3.338,45.989,3.7193,3.64,67.141,3.75,1.3512,14.7533,143.9,8.126,0.9591,35.141,6.5661,2.01876,3.6725,0.699986,1,31.825
2016-04-04,108.1859,1.309243257,0.376,9.975,10.82251082,3.5793,1.351,1.3036,671.24,,3038.48,23.766,6.543,0.878734622,274.98,123.32,66.243,13145.0,30269.0,3.784,111.5,344.0,1148.9,0.30165,1.9324,3.88,35.1803,17.4484,106.02,1.450747135,8.2917,0.3845,104.733,3.349,46.065,3.7254,3.64,68.6753,3.75,1.351,14.67765,143.9,8.1284,0.9608,35.163,6.5774,1.99329,3.6725,0.702740689,1,31.383
2016-04-05,108.3265,1.315443304,0.376,9.975,10.95290252,3.5865,1.3558,1.317,669.55,6.4727,3066.94,23.774,6.5471,0.879739597,275.27,123.32,66.3248,13217.0,30269.0,3.802,110.85,345.52,1147.8,0.30155,1.9324,3.9205,35.1327,17.7252,105.87,1.467566774,8.3571,0.3845,104.702,3.358,46.017,3.7337,3.64,68.8901,3.75,1.3558,14.9844,143.9,8.1453,0.9584,35.344,6.5796,2.00764,3.6725,0.703977473,1,31.217
2016-04-06,108.1055,1.32310135,0.376,9.975,11.04972376,3.6575,1.3554,1.3077,674.93,6.4774,3085.82,23.834,6.5642,0.882145378,275.29,123.99,66.5807,13223.0,30275.0,3.819,110.4,344.54,1155.0,0.30155,1.9324,3.914,35.1233,17.7286,106.3,1.468644441,8.3592,0.3845,104.7211,3.374,46.222,3.751,3.64,68.5215,3.75,1.3554,15.21705,143.9,8.1469,0.9601,,6.5447,2.01136,3.6725,0.710681544,1,31.34
2016-04-07,108.2605,1.312163758,0.376,9.975,11.01321586,3.6743,1.3506,1.3163,676.62,6.4706,3081.39,23.775,6.5485,0.879971841,273.86,123.93,66.4698,13197.0,30274.0,3.795,109.27,341.19,1155.9,0.3014,1.9324,3.905,35.0949,17.893,106.64,1.46713615,8.3198,0.3845,104.703,3.402,46.257,3.7414,3.64,67.796,3.75,1.3506,15.16845,143.9,8.1382,0.9566,35.192,6.5701,2.0102,3.6725,0.710378632,1,31.146
2016-04-08,108.1878,1.327140013,0.376,9.975,10.95290252,3.6915,1.351,1.2995,680.79,6.478,3109.6,23.771,6.5492,0.880049283,274.63,123.74,,13169.0,,3.786,108.74,340.31,1154.5,0.3014,1.9324,3.935,,17.7391,106.44,1.472970982,8.2886,0.3845,104.7207,,46.125,3.7701,3.64,67.4662,3.75,1.351,15.03055,143.9,8.1634,0.958,35.169,6.5764,2.0102,3.6725,0.710782572,1,
2016-04-11,107.9764,1.322926313,0.376,9.975,10.81081081,3.6379,1.3465,1.2913,682.45,6.471,3076.29,23.724,6.5342,0.877963126,273.95,123.48,66.3925,13134.0,30277.0,3.782,108.1,336.87,1156.5,0.30125,1.9324,3.8807,35.1059,17.6452,106.36,1.469939732,8.2361,0.3845,104.7494,,46.192,3.7587,3.64,67.125,3.75,1.3465,14.71525,143.9,8.1374,0.9563,35.064,6.5766,2.0205,3.6725,0.702493853,1,
2016-04-12,108.5422,1.31147541,0.376,9.975,10.82251082,3.5278,1.3455,1.2799,682.16,6.4647,3057.96,23.717,6.5316,0.877500878,272.82,123.24,66.495,13123.0,30281.0,3.765,108.08,335.64,1149.2,0.30125,1.9324,3.892,35.0885,17.5719,106.22,1.456027956,8.2059,0.3845,104.7495,,46.115,3.749,3.64,66.3456,3.75,1.3455,14.7029,143.9,8.0841,0.953,35.042,6.5847,2.0006,3.6725,0.69847035,1,
2016-04-13,108.8193,1.303101381,0.376,9.975,10.81081081,3.54,1.3454,1.2792,674.58,6.4666,3036.57,23.923,6.5878,0.885112409,274.49,124.21,66.4293,13096.0,30285.0,3.773,108.65,333.76,,0.3014,1.9324,3.865,35.0253,17.49,106.4,1.442169022,8.2415,0.3845,104.7407,,46.071,3.7771,3.64,65.7662,3.75,1.3454,14.7114,,8.0928,0.9627,,6.5843,1.99822,3.6725,0.701852892,1,
2016-04-14,108.8833,1.306165099,0.376,9.975,10.77586207,3.5423,1.3627,1.2836,670.8,6.4869,3006.35,24.018,6.6135,0.888730892,276.15,124.55,,13238.0,30290.0,3.789,109.4,334.7,1144.7,0.3018,1.9324,3.9035,35.0538,,106.5,1.460493647,8.2332,0.3845,104.7054,,45.983,3.8174,3.64,66.4954,3.75,1.3627,14.54255,,8.1796,0.9655,,6.5971,2.01046,3.6725,0.707213579,1,
2016-04-15,108.9571,1.296848658,0.376,9.975,10.81081081,3.512,1.3617,1.2858,668.38,6.4838,3000.78,23.948,6.5946,0.886210564,276.36,124.16,,13166.0,,3.785,109.73,334.41,1153.4,0.3018,1.9324,3.9055,35.0614,17.5669,106.63,1.452643812,8.2457,0.3845,104.716,,46.256,3.8176,3.64,66.0452,3.75,1.3617,14.58335,143.9,8.1513,0.9679,,6.5852,2.01778,3.6725,0.704820975,1,31.847
2016-04-18,108.9335,1.304461258,0.376,9.975,10.79913607,3.527,1.3568,1.2815,666.6,6.4789,2999.38,23.889,6.5821,0.884486114,274.82,123.97,66.6663,13204.0,30293.0,3.773,108.02,340.23,1150.7,0.30165,1.9324,3.934,35.1051,17.4598,106.63,1.448225923,8.2545,0.3845,104.7433,3.276,46.134,3.801,3.64,68.2724,3.75,1.3568,,143.9,8.1289,0.9655,35.075,6.605,2.0068,3.6725,0.704523038,1,
2016-04-19,108.7715,1.284026708,0.376,,10.66098081,3.5898,1.3483,1.2656,666.0,6.4723,2995.86,23.821,6.5611,0.881600987,273.85,123.69,,13150.0,30293.0,3.763,109.07,337.99,1151.1,0.30155,1.9324,3.8955,35.2018,17.2825,106.55,1.431844215,8.1617,0.3845,104.7939,3.249,46.174,3.7925,3.64,65.6474,3.75,1.3483,14.2818,143.9,8.1,0.9638,34.936,6.6076,2.0114,3.6725,0.695894224,1,31.826
2016-04-20,109.0576,1.286504567,0.376,9.975,10.66098081,3.5532,1.3415,1.2627,657.9,6.4672,2912.2,23.743,6.541,0.878811846,272.59,123.55,66.2406,13133.0,30296.0,3.758,109.19,337.14,1140.5,0.3014,1.9324,3.874,35.1947,17.3078,106.49,1.425110446,8.1146,0.3845,104.774,3.248,46.099,3.7842,3.64,66.0364,3.75,1.3415,14.216,143.9,8.0826,0.9611,34.889,6.6144,1.9988,3.6725,0.695603784,1,31.689
2016-04-21,109.3147,1.280081925,0.376,9.975,10.63829787,3.5497,1.3446,1.271,660.38,6.4763,2899.92,23.798,6.5531,0.880669309,274.28,,66.293,13182.0,,3.764,109.7,332.51,1132.3,0.3017,1.9324,3.881,35.1236,17.4202,105.88,1.435750179,8.1035,0.3845,104.7587,3.253,46.133,3.7981,3.64,65.0254,3.75,1.3446,14.216,,8.1006,0.9715,35.037,6.6297,2.0076,3.6725,0.695603784,1,31.843
2016-04-22,109.4221,1.288327751,0.376,9.975,10.72961373,3.5497,1.3485,1.2674,660.34,6.4926,2928.7,24.014,,0.887862914,275.17,124.88,66.4925,13169.0,,,109.4,334.59,1134.9,0.3017,1.9324,3.9035,35.0898,17.4359,106.11,1.442585113,8.2077,0.3845,104.773,3.267,46.384,3.8399,3.64,66.2198,3.75,1.3485,14.3633,143.9,8.1472,0.9768,35.051,6.637,2.015,3.6725,0.695555401,1,31.792
2016-04-25,109.471,,0.376,9.975,10.76426265,3.5823,1.3538,1.268,666.8,6.5013,2939.7,24.014,6.6067,0.887784091,276.01,124.77,66.6839,13235.0,30304.0,3.774,111.34,333.81,1141.1,0.30195,1.9324,3.9135,35.0874,17.5866,106.38,,8.2329,0.3845,104.7929,3.277,46.578,3.8962,3.64,66.6295,3.75,1.3538,14.4875,143.9024,8.1411,0.9752,35.142,6.6238,2.0218,3.6725,0.691850007,1,31.823
2016-04-26,109.2497,1.297016861,0.376,9.975,10.72961373,3.5466,1.3542,1.2614,668.36,6.4925,2962.08,23.946,6.5932,0.885975016,276.44,124.47,66.733,13215.0,30309.0,3.763,110.97,333.26,1149.7,0.30185,1.9324,3.937,35.0912,17.4298,106.74,1.453699666,8.1756,0.3845,104.8414,3.281,46.777,3.8935,3.64,66.4559,3.75,1.3542,,143.9,8.1388,0.9751,35.176,6.6421,2.022,3.6725,0.686577412,1,31.919
2016-04-27,109.2733,1.310959622,0.376,9.975,10.72961373,3.5294,1.3505,1.2635,668.49,6.4908,2945.37,23.916,6.5848,0.884720871,275.58,123.87,66.546,13173.0,30309.0,3.768,111.18,331.08,1149.7,0.30175,1.9324,3.9315,35.0947,17.3993,106.4,1.453699666,8.1406,0.3845,104.8405,3.287,46.844,3.8793,3.64,65.1618,3.75,1.3505,,143.9,8.1054,0.9726,35.15,6.6423,2.0146,3.6725,0.684556407,1,31.977
2016-04-28,109.2944,1.313197636,0.376,9.975,10.70663812,3.5289,1.3489,1.2544,668.49,6.4821,2943.23,23.811,6.5533,0.880436697,273.93,123.56,66.4045,13204.0,30310.0,3.761,111.74,330.41,1145.9,0.30145,1.9324,3.917,35.0784,17.2125,106.26,1.448225923,8.1405,0.3845,104.8287,3.277,46.787,3.8695,3.64,65.1133,3.75,1.3489,14.38425,143.9,8.0515,0.9671,35.099,6.6469,2.0158,3.6725,0.687190764,1,31.821
