Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
03-Oct-16,109.5372,,0.376,9.975,10.43841336,3.2456,1.3653,1.3137,658.02,,2880.08,24.049,6.6272,0.88999644,274.52,113.83,66.533,13010,31490,,101.41,335.09,,0.30145,1.9324,,35.4275,19.3211,106.58,1.376462491,7.9766,0.3845,104.5678,3.388,48.482,3.8252,3.64,62.5477,3.75,1.3653,13.5825,146.8753,8.5679,0.9708,34.633,6.7132,2.20678,3.6725,0.776096236,1,28.206
04-Oct-16,109.9418,1.303441084,0.376,9.975,10.48218029,3.2332,1.3684,1.317,658.59,,2937.23,24.207,6.6677,0.895977063,275.54,114.09,66.5559,12988,31519,,102,333.59,1102,0.3017,1.9324,4.125,35.4368,19.2138,106.37,1.370238421,7.9899,0.3845,104.5654,3.394,48.301,3.8472,3.64,62.4323,3.75,1.3684,13.64605,146.7257,8.5955,0.9796,34.686,6.713,2.20306,3.6725,0.783392088,1,28.318
05-Oct-16,109.7517,1.310100878,0.376,9.975,10.51524711,3.2197,1.3699,1.3178,662.29,,2963.06,24.085,6.6379,0.89198109,272.86,113.8,66.5699,12995,31517,3.778,102.85,332.75,1105.1,0.3017,1.9324,4.1415,35.4169,19.2554,106.44,1.391594768,8.0164,0.3845,104.574,3.401,48.249,3.8307,3.64,62.4583,3.75,1.3699,13.7302,146.6698,8.57,0.9773,34.785,6.7214,2.21139,3.6725,0.785854617,1,28.174
06-Oct-16,109.8736,1.316482359,0.376,9.975,10.55966209,3.2353,1.3705,1.321,664.86,,2964.93,24.156,6.6529,0.894054537,272.65,113.86,66.6322,12992,31545,3.778,103.46,332.69,1113.8,0.3019,1.9324,4.1335,35.4307,19.2433,106.44,1.396258028,8.0409,0.3845,104.56,3.407,48.356,3.8405,3.64,,3.75,1.3705,,146.753,8.604,0.9784,34.829,6.7305,2.20347,3.6725,0.78702975,1,28.032
07-Oct-16,110.0101,1.320480655,0.376,9.975,10.5374078,3.2304,1.3502,1.3304,666.97,,2924.8,24.249,6.6791,0.897666068,273.44,114.4,66.7875,13002,,3.794,103.8,331.41,1111.3,0.3019,1.9324,4.1535,35.4177,19.2994,106.65,1.400364095,8.0799,0.3845,104.6062,,48.237,3.8505,3.64,62.3031,3.75,1.3735,13.825,146.7414,8.6639,0.9816,34.891,6.7435,,3.6725,0.807884957,1,
11-Oct-16,110.2879,1.324152542,0.376,9.975,10.74113856,3.2119,1.3788,1.3239,667.93,6.7145,2913.96,24.387,6.7165,0.902608539,273.84,114.5,,12992,,,103.95,330.37,1111,0.30235,1.9324,4.155,35.4555,18.9531,106.54,1.406469761,8.1591,0.3845,,3.397,48.28,3.8487,3.64,62.1946,3.75,1.3788,14.26975,146.85,8.7134,0.9875,35.186,6.7256,2.2135,3.6725,0.815860325,1,28.003
12-Oct-16,110.478,1.319783555,0.376,,10.81081081,3.213,1.3787,1.3277,667.47,6.7154,2919.51,24.521,6.7513,0.907441016,276.84,114.73,,13023,,,103.63,330.37,1117.2,0.30255,1.9324,4.183,35.4898,18.9622,106.46,1.415027593,8.1933,0.3845,,3.404,48.497,3.8851,3.64,62.5892,3.75,1.3787,14.4218,146.9,8.8241,0.9892,35.476,6.7287,2.22201,3.6725,0.815993472,1,28.026
13-Oct-16,110.478,1.326787847,0.376,,10.76426265,3.213,1.3847,1.3219,667.19,6.726,2919.18,24.478,6.7399,0.905961225,278.62,114.48,66.8473,13028,31609,3.814,104.5,331.36,1123.3,0.30275,1.9324,4.208,35.5212,19.0399,106.46,1.420051122,8.2232,0.3845,104.7159,,48.581,3.9164,3.64,63.3465,3.75,1.3847,14.4218,146.9,8.8646,0.9893,35.731,6.7182,2.2366,3.6725,0.819336338,1,
14-Oct-16,110.5025,1.318913216,0.376,9.975,10.72961373,3.2081,1.3892,1.3168,670.88,6.7249,2930.78,24.561,6.7622,0.90892565,277.17,114.27,66.8481,13047,,3.815,103.82,331.01,1130.5,0.30275,1.9324,4.2125,35.5804,19.0046,107.06,1.40944327,8.2029,0.3845,104.7359,3.399,48.473,3.8965,3.64,62.9934,3.75,1.3892,14.14895,146.9,8.8138,0.9892,35.239,6.7018,2.2401,3.6725,0.81732734,1,28.067
17-Oct-16,110.3556,1.315962627,0.376,9.975,10.74113856,3.1858,1.3922,1.3138,670.37,6.739,2915.67,24.584,6.7673,0.909587047,279,114.41,66.7779,13054,31639,,104.2,331.74,1132.9,0.3029,1.9324,4.2195,35.5995,18.8723,106.73,1.410636197,8.2149,0.3845,104.7936,3.397,48.341,3.9265,3.64,63.151,3.75,1.3922,14.20465,146.8976,8.828,0.989,35.369,6.7056,2.24012,3.6725,0.822233185,1,28.006
18-Oct-16,110.448,1.303611002,0.376,9.975,10.67235859,3.1957,1.388,1.3104,670.61,6.739,2915.67,24.578,6.7686,0.90966979,278.4,114.27,66.7268,13044,31637,3.817,103.82,332.12,1140.3,0.3027,1.9324,4.2105,35.6349,18.6726,106.95,1.391401141,8.1475,0.3845,104.7891,3.385,48.521,3.9148,3.64,62.89,3.75,1.388,14.0367,146.8778,8.8019,0.9888,35.161,6.688,2.2445,3.6725,0.814265939,1,28.02
19-Oct-16,110.4944,1.304461258,0.376,9.975,10.62699256,3.1868,1.3865,1.3107,668.47,6.7395,2905.93,24.611,6.7774,0.910829766,278.64,113.93,66.7145,13007,31666,3.819,103.8,332.18,1132.3,0.3028,1.9324,4.19,35.6208,18.5894,106.74,1.385233412,8.1597,0.3845,104.6762,3.379,48.367,3.9285,3.64,62.5841,3.75,1.3865,13.9059,146.9,8.8243,0.9891,34.914,6.6887,2.24295,3.6725,0.812875955,1,28.044
20-Oct-16,110.6452,1.303780965,0.376,9.975,10.63829787,3.1794,1.3878,1.3198,667.41,6.7396,2914.15,24.603,6.7762,0.910746812,279.86,114.14,66.7411,12999,31687,3.835,103.63,330.56,1122.8,0.3028,1.9324,4.1785,35.6651,18.5945,106.7,1.379690949,8.1626,0.3845,104.7748,3.382,48.183,3.9359,3.64,62.4194,3.75,1.3878,13.9198,146.9,8.8327,0.9887,34.932,6.7091,2.2485,3.6725,0.815660685,1,28.015
21-Oct-16,110.461,1.31061599,0.376,9.975,10.70663812,3.1599,1.3941,1.3324,666.74,6.7572,2934.03,24.82,6.8329,0.91861106,282.92,114.72,66.8943,13020,,3.848,104.12,331.4,1124,0.3028,1.9324,4.1925,35.6642,18.6481,106.86,1.392175971,8.2251,0.3845,104.8191,3.366,48.041,3.98,3.64,62.4499,3.75,1.3941,14.03465,146.9,8.9006,0.9945,35.122,6.7216,2.24801,3.6725,0.819067901,1,28.022
24-Oct-16,110.2346,1.313197636,0.376,9.975,10.64962726,3.1587,1.393,1.3388,667.09,6.7687,2944.25,24.809,6.8308,0.918189331,282.91,114.53,66.8625,13047,31755,,103.94,330.24,1134.5,0.3032,1.9324,4.1823,35.7399,18.5658,107.02,,8.2504,0.3845,104.8379,3.351,48.284,3.969,3.64,62.2349,3.75,1.393,13.9107,146.9,8.9096,0.9935,,6.7233,2.26108,3.6725,0.816993464,1,28.019
25-Oct-16,110.3072,1.310787783,0.376,9.975,10.76426265,3.1305,1.3923,1.3334,660.38,6.7772,2929.83,24.846,6.8421,0.919793966,282.75,114.62,66.8777,13022,31753,3.85,104.46,330.12,1134.5,0.3032,1.9324,4.175,35.7737,18.5147,106.94,1.402524544,8.266,0.3845,104.8436,3.358,48.294,3.9543,3.64,62.048,3.75,1.3923,13.8153,146.9,8.9197,0.9946,35.018,6.7113,2.26277,3.6725,0.817460966,1,28.013
26-Oct-16,110.0168,1.301574906,0.376,9.975,10.63829787,3.1187,1.3892,1.336,653.98,6.7682,2941.34,24.736,6.8087,0.915331808,283.03,113.93,66.7621,12997,31752,3.841,104.35,331.18,1136.5,0.3032,1.9324,4.1605,35.6911,18.6485,106.95,1.396648045,8.2769,0.3845,104.7867,,48.317,3.9517,3.64,62.2597,3.75,1.3892,13.8277,146.9,8.9184,0.9917,34.981,6.7297,2.26413,3.6725,0.818732602,1,
27-Oct-16,110.1427,1.310444241,0.376,9.975,10.62699256,3.1213,1.3926,1.3386,653.62,6.7777,2965.18,24.729,6.8066,0.915164272,283.81,113.73,66.8854,13027,31751,3.841,104.56,332.6,1132.4,0.3032,1.9324,4.1825,35.9213,18.8443,106.89,1.398405817,8.2235,0.3845,104.829,3.371,48.302,3.976,3.64,63.0399,3.75,1.3926,13.84505,146.9,8.8987,0.9916,35.087,6.7423,2.25764,3.6725,0.815660685,1,28.159
28-Oct-16,110.1669,1.316309069,0.376,9.975,10.62699256,3.1423,1.3946,1.3385,651.65,6.7796,2966.61,,6.8103,0.915583227,283.51,113.69,66.8566,13048,,3.856,105.25,333.5,1140.2,0.3032,1.9324,4.197,35.8762,18.7304,106.99,1.403508772,8.281,0.3845,104.8429,3.359,48.515,3.9696,3.64,62.9037,3.75,1.3946,,146.9667,9.037,0.9944,35.125,6.7383,2.25646,3.6725,0.824062629,1,28.344
31-Oct-16,110.0023,1.313542624,0.376,9.975,10.50420168,3.1809,1.3921,1.3403,,6.7699,2967.66,24.687,6.7964,0.913575735,,112.86,,13051,31778,3.849,104.8,335.12,1145.2,0.303,1.9324,4.204,35.8924,18.8887,106.95,1.399776036,8.2537,0.3845,104.8406,3.36,,3.9488,3.64,63.2174,3.75,1.3921,,147.1136,8.9976,0.989,35.003,6.731,2.25747,3.6725,0.821625175,1,28.279
01-Nov-16,,1.30667712,0.376,9.975,10.48218029,3.1805,1.3902,1.3379,,6.775,2998.55,24.508,6.7473,0.907029478,,112.22,66.714,13036,31799,3.827,104.85,336,1144.6,0.303,1.9324,4.1885,,19.1306,106.87,1.396258028,8.1826,0.3845,104.8219,,,,3.64,63.2025,3.75,1.3902,13.4895,147.3963,8.9914,0.9825,35.005,6.7143,2.25374,3.6725,0.817394147,1,28.196
