Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
2013-01-02,77.957,0.955292319,0.376,4.2893,7.77000777,,1.2208,0.9859,479.96,,,19.023,5.6252,0.754034082,,127.57,54.389,9685.0,12260.0,3.714,,150.74,1071.1,0.2811,1.9324,3.0375,,12.7488,87.6,,5.5176,0.3845,,2.548,41.078,3.066,3.64,30.3727,3.75,1.2208,8.46205,127.6522,6.4516,,30.472,,,3.6725,0.613647521,1,19.4
2013-01-03,78.3002,,0.376,4.2893,7.843137255,2.0415,1.2227,0.9853,475.31,,1759.97,19.279,5.6937,0.763242253,221.49,128.68,54.4153,9670.0,,3.735,,150.37,1064.7,0.28165,1.9324,3.036,30.5535,12.743,86.98,1.199760048,5.5652,0.3845,97.4058,2.55,40.898,3.1005,3.64,,3.75,1.2227,8.592,127.3452,6.5086,0.9217,30.367,6.4089,1.5475,3.6725,0.618046972,1,19.417
2013-01-04,78.4905,0.958405214,0.376,4.2893,7.892659826,2.0464,1.2296,0.9856,473.25,6.2897,1760.83,19.49,5.7325,0.768521365,223.64,129.64,54.8458,9675.0,12260.0,3.775,87.65,150.59,1063.8,0.28165,1.9324,3.045,30.6162,12.7597,87.0,1.207875347,5.6094,0.3845,97.5608,2.546,40.794,3.17,3.64,30.2727,3.75,1.2296,8.65435,127.4848,6.542,0.9302,30.446,6.4094,1.5616,3.6725,0.624336642,1,19.395
2013-01-07,78.3786,0.954927426,0.376,,7.867820614,2.0425,1.2307,0.986,473.13,6.2872,,19.577,5.7211,0.766929979,223.25,129.45,54.978,9700.0,12260.0,3.791,88.08,150.59,1064.1,0.2823,1.9324,3.0435,30.6287,12.7679,88.1,1.203659124,5.6032,0.3845,97.483,,40.856,3.1618,3.64,30.3727,3.75,1.2307,8.60065,127.3895,6.5545,0.9271,30.454,6.3876,1.5702,3.6725,0.622742558,1,
2013-01-08,78.3264,0.954198473,0.376,4.2893,7.836990596,2.0312,1.2289,0.9873,471.47,6.2804,1767.54,19.545,5.701,0.764175455,222.97,128.75,55.3278,9740.0,12260.0,3.764,87.53,150.61,1063.4,0.28185,1.9324,3.0395,30.6217,12.8015,88.2,1.194457716,5.598,0.3845,97.4958,2.546,40.894,3.1457,3.64,30.3727,3.75,1.2289,8.5674,127.383,6.5096,0.9211,30.44,6.3902,1.5705,3.6725,0.621118012,1,19.383
2013-01-09,,0.952018279,0.376,4.2893,7.849293564,2.0286,1.2281,0.9868,471.36,6.2814,1771.31,19.547,5.7143,0.765931373,223.07,129.32,54.9625,9740.0,12260.0,3.783,87.45,150.7,1063.2,0.28205,1.9324,3.0415,30.5748,12.7503,88.23,1.195457262,5.6104,0.3845,97.3427,2.548,40.845,3.1516,3.64,30.4215,3.75,1.2281,8.5957,127.2241,6.5564,0.9263,30.411,6.3894,1.5649,3.6725,0.623869237,1,19.382
2013-01-10,78.2742,0.947957152,0.376,4.2893,7.874015748,2.0417,1.2268,0.986,471.15,6.2793,1767.96,19.545,5.6895,0.762601998,221.09,129.34,54.6305,9715.0,12260.0,3.777,88.14,150.93,1062.1,0.28225,1.9324,3.0375,30.6126,12.6555,87.74,1.190759705,5.5655,0.3845,97.2701,2.551,40.816,3.1121,3.64,30.365,3.75,1.2268,8.63625,126.2912,6.5663,0.9226,30.392,6.4047,1.5706,3.6725,0.622665006,1,19.38
2013-01-11,77.9533,0.944911651,0.376,4.2893,7.880220646,2.0358,1.2242,0.9841,470.67,6.2712,1761.5,19.28,5.6208,0.753352418,222.57,128.53,54.539,9660.0,,3.742,89.0,150.92,1061.0,0.28225,1.9324,3.02,30.6066,12.6478,87.5,1.183852255,5.5364,0.3845,97.31,2.548,40.733,3.089,3.64,30.2537,3.75,1.2242,8.6879,126.0354,6.4922,0.9166,30.268,6.4136,1.569,3.6725,0.620693936,1,19.377
2013-01-14,77.8152,0.946969697,0.376,4.2893,7.886435331,2.0341,1.2261,0.984,471.92,6.2695,1762.38,19.201,5.5937,0.749568998,222.41,127.95,54.6355,9670.0,12260.0,3.733,,150.91,1056.5,0.28115,1.9324,3.0165,30.574,12.6533,87.6,1.192037192,5.5187,0.3845,97.3694,2.539,40.601,3.0828,3.64,30.2607,3.75,1.2261,8.708,,6.4579,0.9171,30.278,6.4114,1.5542,3.6725,0.621890547,1,19.381
2013-01-15,77.8227,0.948226816,0.376,4.2893,7.923930269,2.0334,1.2245,0.9839,472.62,6.2691,1758.45,19.217,5.5995,0.750356419,219.51,128.35,54.5425,9740.0,12260.0,3.734,89.58,150.85,1056.1,0.2813,1.9324,3.0056,30.4852,12.6526,87.6,1.18666192,5.5523,0.3845,97.4139,2.541,40.651,3.075,3.64,30.2556,3.75,1.2245,8.77445,126.0684,6.4518,0.9261,30.099,6.4305,,3.6725,0.623014142,1,19.391
